D,L,P,G,X,DH,CHF,T
0.00811,3.66,20000,1507.2,0.434,153,332,353.35
0.00811,3.66,19990,2495,0.434,150,545,353.62
0.00811,3.66,20000,2994.9,0.437,155,666,353.12
0.00811,3.66,20000,3973,0.442,144,864,354.36
0.00811,3.66,20000,250.7,0.968,686,171,261.52
0.00811,3.66,20000,750.9,0.361,684,369,261.93
0.00811,4,1000,502.4,0.79,87,428,159.96
0.00811,4,1000,750.9,0.595,44,473,169.84
0.00811,4,1010,1001.4,0.492,45,526,170.05
0.00811,4,1000,1505.8,0.401,42,649,170.3
0.00811,4,1000,2004.1,0.352,46,767,169.39
0.00811,4,2010,502,0.931,92,471,192.22
0.00811,4,2010,751.1,0.762,49,567,201.82
0.00811,4,2010,999.7,0.626,48,624,202.04
0.00811,4,2000,1250.8,0.539,46,675,202.23
0.00811,4,2000,1505.1,0.478,45,724,202.46
0.00811,4,2000,2004.7,0.411,47,837,202.01
0.00811,4,1990,2507.7,0.363,48,935,201.53
0.00811,4,1990,2990.4,0.343,46,1054,201.98
0.00811,4,2000,499.2,0.93,438,556,111.83
0.00811,4,2000,1001.4,0.627,437,824,112.07
0.00811,4,1990,1252,0.548,437,935,111.79
0.00811,4,1990,1502.2,0.512,434,1068,112.5
0.00811,4,2000,2006.9,0.436,436,1282,112.3
0.00811,4,1990,2499.5,0.392,435,1491,112.27
0.00811,4,3000,501.8,0.984,95,474,213.37
0.00811,4,2990,751.1,0.856,47,604,223.61
0.00811,4,2990,1003.1,0.711,47,674,223.61
0.00811,4,2990,1250,0.611,48,726,223.4
0.00811,4,3000,1505.7,0.554,48,797,223.59
0.00811,4,3010,2004.5,0.465,48,898,223.78
0.00811,4,3000,2505.7,0.41,44,993,224.45
0.00811,4,3010,3017.3,0.374,44,1095,224.64
0.00811,4,2990,3995.8,0.328,35,1263,226.2
0.00811,4,3010,500.2,0.989,444,563,133.99
0.00811,4,3010,748.8,0.883,446,771,133.52
0.00811,4,3000,1000.6,0.724,445,886,133.55
0.00811,4,3000,1247.4,0.622,442,986,134.25
0.00811,4,3000,1501.1,0.561,444,1105,133.78
0.00811,4,3010,2006.1,0.486,445,1340,133.75
0.00811,4,3010,2503.3,0.422,445,1526,133.75
0.00811,4,2990,3002.9,0.379,442,1710,134.05
0.00811,4,2980,4020.3,0.327,441,2097,134.08
0.00811,4,5010,501.3,0.99,99,438,243.89
0.00811,4,4980,754.5,0.909,52,591,253.21
0.00811,4,5000,1002.6,0.778,52,675,253.47
0.00811,4,5010,1252.7,0.686,50,746,254
0.00811,4,5000,1517.2,0.619,55,824,252.85
0.00811,4,5020,2008.2,0.525,51,928,253.93
0.00811,4,5010,2509.6,0.452,50,1006,254
0.00811,4,5000,3002.3,0.414,47,1106,254.49
0.00811,4,5010,4000.6,0.358,51,1295,253.8
0.00811,4,4980,5016.6,0.322,49,1467,253.82
0.00811,4,5000,751.3,0.912,460,745,163.84
0.00811,4,5010,1001.8,0.768,457,872,164.67
0.00811,4,4990,1251.1,0.678,458,996,164.16
0.00811,4,5010,1496.8,0.608,458,1104,164.44
0.00811,4,5010,2008.5,0.502,460,1307,163.98
0.00811,4,4990,2509.1,0.436,458,1492,164.16
0.00811,4,5020,3006.6,0.389,461,1675,163.89
0.00811,4,4990,4007,0.325,456,2010,164.62
0.00811,4,5010,5012.4,0.285,460,2358,163.98
0.00811,4,6980,507.8,0.974,103,404,265.82
0.00811,4,7000,1000.8,0.806,54,643,275.62
0.00811,4,7000,1254.8,0.655,53,661,275.81
0.00811,4,7000,1505.3,0.573,51,697,276.2
0.00811,4,7000,2012.6,0.479,59,795,274.66
0.00811,4,7020,2510,0.423,58,883,275.05
0.00811,4,7010,3025.1,0.385,53,971,275.91
0.00811,4,6990,4012.3,0.346,54,1169,275.52
0.00811,4,7000,5035,0.325,56,1390,275.24
0.00811,4,7030,6059,0.309,53,1591,276.11
0.00811,4,6990,752.6,0.902,477,700,185.48
0.00811,4,6990,1001.8,0.755,476,819,185.7
0.00811,4,7010,1250.8,0.646,475,918,186.16
0.00811,4,6990,1500.4,0.575,477,1021,185.48
0.00811,4,7000,2002.6,0.471,474,1201,186.27
0.00811,4,6980,2497.9,0.409,472,1377,186.5
0.00811,4,7000,3002.2,0.346,475,1515,186.05
0.00811,4,6990,3994.9,0.289,475,1842,185.93
0.00811,4,7000,5033.2,0.244,474,2146,186.27
0.00811,4,6980,5993.5,0.201,471,2351,186.72
0.00811,4,10000,505.2,0.931,113,342,291.31
0.00811,4,10000,749.2,0.712,65,380,299.95
0.00811,4,10010,1003.2,0.615,66,444,299.85
0.00811,4,10000,1252.7,0.479,63,439,300.3
0.00811,4,10020,1505.6,0.422,64,471,300.28
0.00811,4,9990,2011.2,0.361,62,547,300.4
0.00811,4,10030,2507.5,0.326,61,621,300.89
0.00811,4,10010,3029,0.321,61,740,300.73
0.00811,4,10000,4030.1,0.325,61,997,300.66
0.00811,4,10000,5034.5,0.327,59,1246,301.01
0.00811,4,9980,5994.4,0.32,60,1463,300.68
0.00811,4,9980,502,0.92,504,436,210.59
0.00811,4,10010,747.8,0.751,505,565,210.66
0.00811,4,10010,1000.9,0.618,503,667,211.1
0.00811,4,10000,1250.2,0.517,506,751,210.34
0.00811,4,9990,1507.1,0.456,498,838,212.02
0.00811,4,10010,2014.6,0.377,504,1020,210.88
0.00811,4,9990,2508.3,0.321,503,1176,210.91
0.00811,4,10010,3007.3,0.281,504,1330,210.88
0.00811,4,10000,4022.7,0.177,504,1501,210.78
0.00811,4,10010,5000,0.126,506,1702,210.44
0.00811,4,10010,6011.8,0.105,506,1962,210.44
0.00811,4,12010,245.9,0.808,134,136,302.96
0.00811,4,12000,508.4,0.753,124,262,304.64
0.00811,4,11990,753.2,0.552,68,276,314.04
0.00811,4,11990,1001.6,0.457,65,308,314.53
0.00811,4,11990,1251.3,0.404,62,343,315.01
0.00811,4,12000,1511.5,0.374,59,385,315.57
0.00811,4,12000,2012,0.346,66,486,314.43
0.00811,4,12010,2504.6,0.321,61,560,315.31
0.00811,4,12000,3004.6,0.298,70,644,313.78
0.00811,4,12000,4017.8,0.312,63,881,314.92
0.00811,4,12010,4993.1,0.319,68,1128,314.18
0.00811,4,12010,6054.9,0.314,70,1355,313.85
0.00811,4,11980,496.1,0.751,525,356,224.22
0.00811,4,12000,750,0.622,528,481,223.74
0.00811,4,11990,1004.8,0.487,524,561,224.52
0.00811,4,11990,1248.2,0.424,524,650,224.52
0.00811,4,12000,1508,0.414,526,777,224.17
0.00811,4,11990,2004.7,0.322,526,923,224.09
0.00811,4,12020,2499.2,0.235,529,1023,223.69
0.00811,4,12010,3000.9,0.184,526,1131,224.26
0.00811,4,11990,4019.6,0.139,528,1412,223.65
0.00811,4,11980,4997.2,0.137,521,1732,225.09
0.00811,4,11970,5994.7,0.122,525,2035,224.13
0.00811,4,14000,251.9,0.914,139,142,316.09
0.00811,4,14010,501.2,0.682,141,220,315.83
0.00811,4,14010,749.8,0.605,66,270,327.59
0.00811,4,14010,998.5,0.512,66,309,327.59
0.00811,4,14010,1255.5,0.439,75,345,326.25
0.00811,4,14020,1505.1,0.412,73,390,326.61
0.00811,4,14010,2010.8,0.379,75,488,326.25
0.00811,4,14020,2532.2,0.312,71,517,326.91
0.00811,4,14000,3006.2,0.304,74,606,326.34
0.00811,4,13970,4028.9,0.324,69,847,326.9
0.00811,4,14010,4993.6,0.33,74,1076,326.4
0.00811,4,14000,6077.1,0.335,67,1306,327.38
0.00811,4,13990,500.6,0.748,547,341,236.69
0.00811,4,14000,750.3,0.579,551,444,235.91
0.00811,4,13990,1000.7,0.482,548,538,236.47
0.00811,4,13990,1249.8,0.391,548,611,236.47
0.00811,4,14010,1504,0.332,551,689,235.99
0.00811,4,13990,2007.8,0.249,552,832,235.61
0.00811,4,14000,2510.1,0.204,548,974,236.56
0.00811,4,14000,3021.1,0.187,549,1145,236.34
0.00811,4,14000,4003.7,0.182,552,1513,235.69
0.00811,4,14010,5023.2,0.172,546,1857,237.07
0.00811,4,14000,5998.8,0.162,552,2202,235.69
0.00811,4,16010,250.5,0.778,152,111,327.31
0.00811,4,16010,502.7,0.717,154,209,327
0.00811,4,15990,751.7,0.61,83,248,337.2
0.00811,4,16010,1000.1,0.508,81,280,337.59
0.00811,4,16000,1250.2,0.45,87,320,336.72
0.00811,4,16010,1506.4,0.401,84,348,337.19
0.00811,4,16000,2020.7,0.344,87,417,336.72
0.00811,4,16010,2507.3,0.332,85,500,337.05
0.00811,4,16000,3033,0.349,80,621,337.67
0.00811,4,16010,4019,0.363,84,859,337.19
0.00811,4,16000,5012.1,0.368,82,1076,337.4
0.00811,4,15990,6022,0.364,86,1294,336.79
0.00811,4,15990,253.4,0.906,574,182,247.68
0.00811,4,16010,503.3,0.697,579,313,246.79
0.00811,4,16000,755.2,0.548,578,416,246.92
0.00811,4,16000,1003.6,0.413,576,488,247.34
0.00811,4,16010,1252.4,0.351,577,573,247.22
0.00811,4,16020,1501.6,0.29,580,646,246.66
0.00811,4,16010,2000.9,0.279,575,846,247.64
0.00811,4,16020,2496.9,0.252,574,1022,247.94
0.00811,4,15990,3005.8,0.232,574,1204,247.68
0.00811,4,16010,4005.1,0.228,578,1602,247
0.00811,4,16010,5007.6,0.211,574,1954,247.85
0.00811,4,16010,5977.9,0.193,577,2291,247.22
0.00811,4,18010,250.3,0.89,178,110,336.59
0.00811,4,18000,504.8,0.693,174,182,337.09
0.00811,4,18030,752.5,0.595,107,216,346.23
0.00811,4,18010,1001.3,0.505,103,251,346.6
0.00811,4,18010,1247,0.429,105,276,346.36
0.00811,4,18020,1504.1,0.403,95,310,347.63
0.00811,4,18020,2001.5,0.398,94,408,347.74
0.00811,4,18020,2504.2,0.408,100,527,347.03
0.00811,4,18000,3009.3,0.402,104,634,346.42
0.00811,4,18010,4026.7,0.413,99,855,347.09
0.00811,4,17980,5010.9,0.417,98,1071,347.03
0.00811,4,18000,5978,0.416,100,1279,346.91
0.00811,4,18000,250.7,0.939,618,171,255.85
0.00811,4,18000,500,0.711,617,296,256.06
0.00811,4,18010,753.4,0.494,615,381,256.57
0.00811,4,17990,1002.1,0.382,615,463,256.38
0.00811,4,18010,1251.6,0.335,612,553,257.2
0.00811,4,18010,1508.3,0.331,611,663,257.41
0.00811,4,18040,2022.9,0.316,619,885,256
0.00811,4,18020,2515.6,0.285,618,1069,256.03
0.00811,4,17980,3021.6,0.264,616,1258,256.08
0.00811,4,18030,3998.4,0.235,614,1613,256.96
0.00811,4,18030,5008,0.217,620,2000,255.7
0.00811,4,18010,6001.4,0.195,615,2331,256.57
0.00811,4,20000,1250.2,0.474,154,267,353.23
0.00811,4,20000,1991,0.435,150,398,353.69
0.00811,4,20000,2991.6,0.447,146,603,354.14
0.00811,4,20000,4998.9,0.428,142,970,354.58
0.00811,4,20000,500.3,0.63,686,264,261.52
0.00811,4,19990,2018.1,0.31,682,876,262.24
0.00811,4,19990,2991.8,0.24,687,1247,261.2
0.00811,4,19980,5080.8,0.112,687,1933,261.08
0.00811,5,1000,503,0.8,89,347,159.5
0.00811,5,1000,751.5,0.589,46,376,169.39
0.00811,5,2010,504.4,0.97,88,393,193.12
0.00811,5,2010,1004.1,0.623,47,499,202.27
0.00811,5,2000,1253.3,0.542,46,545,202.23
0.00811,5,2000,1501.5,0.469,46,568,202.23
0.00811,5,2010,499.9,0.927,433,443,113.28
0.00811,5,2020,1007.3,0.628,439,664,112.14
0.00811,5,2000,1250,0.533,432,730,113.25
0.00811,5,2000,1250,0.533,432,730,113.25
0.00811,5,2000,1506.3,0.487,437,829,112.07
0.00811,5,2000,2002.8,0.42,431,995,113.49
0.00811,5,1990,2500.5,0.371,432,1150,112.98
0.00811,5,3010,753.5,0.864,49,489,223.56
0.00811,5,3000,1002.2,0.723,48,547,223.59
0.00811,5,3000,1250.8,0.631,49,600,223.37
0.00811,5,3010,1501.3,0.544,44,622,224.64
0.00811,5,3000,2002.3,0.456,47,703,223.8
0.00811,5,2990,2503.5,0.396,47,771,223.61
0.00811,5,2990,2997.7,0.361,44,842,224.26
0.00811,5,3000,502.2,0.988,444,452,133.78
0.00811,5,3000,749,0.858,443,603,134.02
0.00811,5,3000,1001.9,0.722,442,707,134.25
0.00811,5,3000,1248.5,0.628,444,796,133.78
0.00811,5,2980,1500.3,0.55,445,873,133.14
0.00811,5,3010,2011.6,0.472,447,1056,133.28
0.00811,5,3000,2498.6,0.414,445,1205,133.55
0.00811,5,3010,3007,0.377,438,1361,135.39
0.00811,5,3010,3989.1,0.327,440,1660,134.93
0.00811,5,5000,754.1,0.924,50,479,253.87
0.00811,5,4990,1014.6,0.785,51,551,253.54
0.00811,5,5000,1262.8,0.683,47,598,254.49
0.00811,5,5010,1505.1,0.627,52,659,253.59
0.00811,5,5020,2001.7,0.527,52,743,253.72
0.00811,5,5000,2507,0.451,49,803,254.08
0.00811,5,5010,3008.3,0.413,47,884,254.61
0.00811,5,4990,4011.4,0.367,50,1061,253.75
0.00811,5,5020,5002.4,0.326,48,1182,254.54
0.00811,5,5010,751.2,0.911,459,595,164.21
0.00811,5,4990,1007.7,0.786,459,715,163.92
0.00811,5,5010,1251.8,0.674,459,794,164.21
0.00811,5,4990,1502.6,0.604,460,884,163.69
0.00811,5,5000,2008,0.5,458,1041,164.3
0.00811,5,5020,2509.1,0.434,463,1195,163.43
0.00811,5,5000,3001.2,0.395,459,1347,164.07
0.00811,5,4990,3991.8,0.33,461,1624,163.46
0.00811,5,4980,4992.2,0.295,464,1921,162.63
0.00811,5,7000,750.8,0.918,53,437,275.81
0.00811,5,7010,1011.1,0.765,54,494,275.72
0.00811,5,7000,1253,0.658,57,532,275.04
0.00811,5,7000,1509.6,0.604,56,591,275.24
0.00811,5,6980,2004.2,0.507,50,661,276.19
0.00811,5,7000,2515.6,0.443,55,736,275.43
0.00811,5,7000,3026,0.405,54,814,275.62
0.00811,5,6980,4004.6,0.36,54,969,275.42
0.00811,5,7010,5015.1,0.331,51,1117,276.3
0.00811,5,6990,751.3,0.918,476,566,185.7
0.00811,5,7010,998.7,0.774,475,664,186.16
0.00811,5,7010,1251.6,0.688,477,767,185.71
0.00811,5,7020,1510.5,0.575,478,822,185.6
0.00811,5,7010,2009.9,0.469,474,961,186.39
0.00811,5,6990,2503.6,0.407,474,1104,186.16
0.00811,5,6990,3012.2,0.372,475,1265,185.93
0.00811,5,7020,4004,0.306,472,1514,186.96
0.00811,5,6990,4996.9,0.278,475,1812,185.93
0.00811,5,10000,501.9,0.914,117,268,290.57
0.00811,5,9990,1003.9,0.502,60,293,300.75
0.00811,5,10010,1502,0.421,61,374,300.73
0.00811,5,10000,2010.6,0.353,58,425,301.18
0.00811,5,10000,2509.1,0.328,55,494,301.7
0.00811,5,10000,3000.7,0.329,59,597,301.01
0.00811,5,10010,3996.1,0.34,55,812,301.78
0.00811,5,10000,5029.5,0.342,55,1028,301.7
0.00811,5,9990,501.5,0.907,505,345,210.47
0.00811,5,10010,752,0.723,507,444,210.21
0.00811,5,10010,1001.2,0.586,507,518,210.21
0.00811,5,10000,1252.1,0.494,505,586,210.56
0.00811,5,10000,1505.8,0.434,506,657,210.34
0.00811,5,9990,2002.1,0.377,506,813,210.24
0.00811,5,9980,2501.4,0.337,498,954,211.93
0.00811,5,10000,3013.5,0.31,503,1112,211.01
0.00811,5,10010,4009,0.245,503,1342,211.1
0.00811,5,9980,5021.7,0.201,506,1568,210.15
0.00811,5,12010,500.9,0.763,130,210,303.67
0.00811,5,12000,749.2,0.568,64,224,314.76
0.00811,5,12010,1003.5,0.456,67,247,314.34
0.00811,5,12000,1516,0.353,65,297,314.6
0.00811,5,11990,2523.6,0.307,62,435,315.01
0.00811,5,12000,3019,0.303,65,519,314.6
0.00811,5,12000,4010.4,0.337,67,758,314.27
0.00811,5,12000,5021.1,0.341,65,955,314.6
0.00811,5,12000,504.9,0.775,522,295,225.05
0.00811,5,11990,748.2,0.591,526,372,224.09
0.00811,5,12010,1005.9,0.497,527,455,224.04
0.00811,5,12000,1249.2,0.437,527,529,223.95
0.00811,5,12010,1505.3,0.404,526,613,224.26
0.00811,5,12000,1998,0.352,527,765,223.95
0.00811,5,12010,2504.9,0.275,527,866,224.04
0.00811,5,12000,3013.7,0.221,524,960,224.61
0.00811,5,12010,4018.2,0.185,523,1209,224.92
0.00811,5,12010,5010.9,0.179,526,1499,224.26
0.00811,5,14010,501.8,0.655,134,169,316.98
0.00811,5,14020,751.8,0.537,69,195,327.21
0.00811,5,14000,1002.1,0.441,74,221,326.34
0.00811,5,14010,1251.7,0.428,72,268,326.7
0.00811,5,14000,1510.8,0.39,73,299,326.49
0.00811,5,13980,2017.7,0.376,70,385,326.81
0.00811,5,14020,2508.7,0.313,74,414,326.46
0.00811,5,13990,3013.8,0.321,75,509,326.13
0.00811,5,13990,4041.4,0.349,74,731,326.28
0.00811,5,14000,5008.5,0.357,75,925,326.19
0.00811,5,13990,250.8,0.979,550,162,236.04
0.00811,5,14010,502.7,0.72,549,268,236.42
0.00811,5,14030,751.2,0.586,549,357,236.59
0.00811,5,13990,1001.3,0.545,548,458,236.47
0.00811,5,14000,1256,0.44,549,518,236.34
0.00811,5,13990,1515.5,0.363,549,575,236.26
0.00811,5,14000,2009.9,0.286,544,692,237.42
0.00811,5,14000,2517.2,0.242,544,819,237.42
0.00811,5,14000,3011.4,0.224,551,964,235.91
0.00811,5,14020,4009.4,0.217,553,1274,235.64
0.00811,5,14010,5007,0.21,550,1570,236.21
0.00811,5,15990,251,0.934,153,104,327.03
0.00811,5,16010,501.8,0.62,83,134,337.32
0.00811,5,16020,751.7,0.598,89,196,336.56
0.00811,5,16000,1006.4,0.526,85,234,336.99
0.00811,5,16010,1251.1,0.47,81,262,337.59
0.00811,5,16010,1502,0.427,81,291,337.59
0.00811,5,15990,2014.3,0.348,86,335,336.79
0.00811,5,16020,2509,0.366,86,433,336.97
0.00811,5,16000,2996.1,0.369,81,515,337.53
0.00811,5,16000,3998.8,0.405,78,737,337.94
0.00811,5,16030,5021.2,0.402,87,935,336.9
0.00811,5,16010,500,0.685,578,246,247
0.00811,5,16010,751.7,0.564,575,335,247.64
0.00811,5,16000,1008.8,0.463,577,412,247.13
0.00811,5,15990,1250.8,0.404,577,483,247.05
0.00811,5,15990,1513.9,0.346,581,554,246.2
0.00811,5,16000,1998.5,0.302,581,698,246.28
0.00811,5,15980,2501.6,0.294,574,860,247.6
0.00811,5,16030,3023.1,0.289,576,1034,247.6
0.00811,5,16020,4006.9,0.263,577,1334,247.3
0.00811,5,15980,4987.7,0.252,574,1635,247.6
0.00811,5,18000,501.6,0.826,97,150,347.27
0.00811,5,18010,754.2,0.625,102,179,346.73
0.00811,5,18000,1000.4,0.509,101,201,346.79
0.00811,5,18000,1246.4,0.437,99,221,347.03
0.00811,5,18010,1499.2,0.418,99,257,347.09
0.00811,5,17990,1999.3,0.408,96,335,347.33
0.00811,5,18000,2525.6,0.434,102,449,346.67
0.00811,5,17990,3016.7,0.437,104,542,346.36
0.00811,5,18000,3993.3,0.442,98,713,347.15
0.00811,5,18040,5008,0.45,98,904,347.39
0.00811,5,18000,249.9,0.8,614,125,256.69
0.00811,5,18010,501.5,0.7,614,235,256.78
0.00811,5,18020,749.9,0.555,617,318,256.24
0.00811,5,18030,1001.3,0.456,616,393,256.54
0.00811,5,18030,1253.6,0.401,619,472,255.91
0.00811,5,18000,1509.3,0.364,613,548,256.9
0.00811,5,18000,2012,0.335,613,712,256.9
0.00811,5,18010,2517.7,0.313,612,872,257.2
0.00811,5,18000,3000.1,0.299,615,1030,256.48
0.00811,5,17980,4003,0.286,613,1356,256.71
0.00811,5,18000,4992.9,0.273,610,1662,257.52
0.00811,5,19990,753.5,0.549,149,140,353.73
0.00811,5,20000,1257.8,0.481,147,213,354.02
0.00811,5,20000,3984.6,0.479,151,679,353.57
0.00811,5,20000,501.6,0.686,685,218,261.73
0.00811,5,19980,1254.6,0.412,683,466,261.92
0.00811,5,20000,1498.8,0.378,682,544,262.35
0.00811,5,20000,2003.8,0.343,687,715,261.31
0.00811,5,20000,3996.4,0.237,680,1318,262.77
0.00798,6,1000,504,0.813,86,289,160.19
0.00798,6,2010,499.5,0.946,90,312,192.67
0.00798,6,2010,1257.2,0.534,45,441,202.71
0.00798,6,2000,501.1,0.966,435,377,112.54
0.00798,6,1990,749.3,0.777,436,475,112.03
0.00798,6,2010,1254.3,0.541,435,608,112.81
0.00798,6,2000,1500.1,0.486,439,677,111.59
0.00798,6,2000,2006.3,0.41,436,808,112.3
0.00798,6,1990,2506.2,0.361,425,924,114.63
0.00798,6,3010,750.9,0.878,49,406,223.56
0.00798,6,2990,999.4,0.728,48,451,223.4
0.00798,6,3000,1251.6,0.618,48,482,223.59
0.00798,6,3000,1519.2,0.548,46,521,224.02
0.00798,6,3000,1999.9,0.464,46,585,224.02
0.00798,6,3000,2497.5,0.409,43,645,224.67
0.00798,6,3000,3000.6,0.366,46,702,224.02
0.00798,6,3010,751.9,0.9,443,515,134.22
0.00798,6,3000,1002.6,0.731,444,586,133.78
0.00798,6,2990,1253.1,0.633,444,659,133.58
0.00798,6,2990,1504.2,0.555,446,722,133.11
0.00798,6,2990,2007.1,0.474,445,866,133.35
0.00798,6,3000,2503,0.411,441,982,134.49
0.00798,6,3000,3010.1,0.374,447,1119,133.08
0.00798,6,2990,4003.9,0.327,447,1378,132.88
0.00798,6,5000,252.8,0.702,98,105,243.97
0.00798,6,5000,750.2,0.881,54,374,253.06
0.00798,6,4990,1006.4,0.807,52,461,253.34
0.00798,6,4990,1254.5,0.709,50,506,253.75
0.00798,6,5010,1500.2,0.637,52,547,253.59
0.00798,6,5010,2013.7,0.538,49,623,254.21
0.00798,6,4990,2512,0.477,50,696,253.75
0.00798,6,5000,3009.6,0.428,49,752,254.08
0.00798,6,4980,3998.5,0.372,50,878,253.62
0.00798,6,5000,751.3,0.949,461,504,163.61
0.00798,6,5010,1003.7,0.817,457,600,164.67
0.00798,6,5010,1252.3,0.705,460,673,163.98
0.00798,6,5010,1515.2,0.61,456,734,164.9
0.00798,6,4970,2020.2,0.513,457,874,164.1
0.00798,6,5000,2505,0.445,461,992,163.61
0.00798,6,5000,3014.2,0.402,460,1122,163.84
0.00798,6,4990,4011.3,0.343,461,1366,163.46
0.00798,6,7020,753.9,0.954,57,374,275.24
0.00798,6,6990,1002,0.823,55,431,275.33
0.00798,6,7010,1256.9,0.704,56,466,275.34
0.00798,6,7020,1502.3,0.59,57,472,275.24
0.00798,6,7020,2004.7,0.519,52,555,276.21
0.00798,6,7000,2497.6,0.464,55,626,275.43
0.00798,6,7010,2998.6,0.43,48,692,276.88
0.00798,6,7010,4032.5,0.391,57,864,275.14
0.00798,6,7010,5030.6,0.367,53,1012,275.91
0.00798,6,7030,750.1,0.953,476,476,186.17
0.00798,6,6990,1001.8,0.785,475,552,185.93
0.00798,6,7000,1249.7,0.666,475,614,186.05
0.00798,6,7000,1503.6,0.596,478,687,185.36
0.00798,6,6980,2004.4,0.501,476,820,185.59
0.00798,6,7010,2507.1,0.441,477,950,185.71
0.00798,6,6990,3002.4,0.393,477,1067,185.48
0.00798,6,6980,4023.3,0.336,475,1313,185.81
0.00798,6,10000,500.1,0.978,116,233,290.75
0.00798,6,10010,1005.4,0.519,61,248,300.73
0.00798,6,9980,2506.8,0.308,56,385,301.37
0.00798,6,10000,2998.7,0.342,58,505,301.18
0.00798,6,10000,4010,0.374,62,737,300.48
0.00798,6,10020,5011.2,0.383,62,942,300.64
0.00798,6,10020,502.1,0.914,507,285,210.31
0.00798,6,10010,1004.9,0.565,503,416,211.1
0.00798,6,10020,1251.4,0.467,508,466,210.09
0.00798,6,9980,1513.4,0.421,502,531,211.04
0.00798,6,10010,2002.2,0.374,502,661,211.32
0.00798,6,10020,2507.1,0.343,503,794,211.2
0.00798,6,10000,3011.9,0.322,506,930,210.34
0.00798,6,10010,4013,0.293,504,1185,210.88
0.00798,6,9990,4997.5,0.286,505,1465,210.47
0.00798,6,12000,500.5,0.683,128,156,303.94
0.00798,6,12040,2509.2,0.3,69,354,314.22
0.00798,6,11990,3021.2,0.313,65,438,314.53
0.00798,6,11990,4032.4,0.372,70,685,313.71
0.00798,6,11990,5037.6,0.398,67,901,314.2
0.00798,6,12010,502.6,0.756,529,238,223.6
0.00798,6,12030,751.4,0.568,529,300,223.78
0.00798,6,12030,1002.7,0.489,525,368,224.66
0.00798,6,12000,1254.3,0.429,527,432,223.95
0.00798,6,12010,1503.1,0.411,525,506,224.48
0.00798,6,12030,2001.9,0.375,527,646,224.22
0.00798,6,11990,2503.8,0.327,525,760,224.3
0.00798,6,12000,2998.4,0.262,527,835,223.95
0.00798,6,12000,4010,0.247,528,1094,223.74
0.00798,6,11990,5019.3,0.246,525,1363,224.3
0.00798,6,14010,502.9,0.598,135,129,316.82
0.00798,6,14010,748.6,0.544,72,162,326.7
0.00798,6,14020,1506.6,0.372,67,232,327.51
0.00798,6,14020,2013.3,0.375,74,317,326.46
0.00798,6,13980,2519.6,0.334,73,359,326.36
0.00798,6,14010,3036.2,0.338,75,439,326.25
0.00798,6,13990,4014.6,0.395,66,650,327.47
0.00798,6,14000,5044.2,0.41,72,854,326.64
0.00798,6,14000,502.7,0.664,544,209,237.42
0.00798,6,14000,750.6,0.56,549,286,236.34
0.00798,6,14000,1004.5,0.504,550,363,236.12
0.00798,6,14010,1251.3,0.466,552,436,235.78
0.00798,6,14000,1513.3,0.403,550,493,236.12
0.00798,6,13990,2004.6,0.31,551,587,235.82
0.00798,6,14000,2529.4,0.279,552,714,235.69
0.00798,6,13990,3017.5,0.276,552,849,235.61
0.00798,6,13980,4011.3,0.259,548,1099,236.39
0.00798,6,13990,5032.8,0.263,552,1393,235.61
0.00798,6,16020,502.4,0.628,154,123,327.07
0.00798,6,16010,752.5,0.588,81,157,337.59
0.00798,6,16010,1005.5,0.498,85,183,337.05
0.00798,6,16000,1253.5,0.471,86,218,336.85
0.00798,6,16000,1500.2,0.451,80,249,337.67
0.00798,6,16000,2024.8,0.388,79,296,337.8
0.00798,6,16030,2507.1,0.388,84,370,337.31
0.00798,6,16020,3024.7,0.427,80,479,337.79
0.00798,6,15990,4069.9,0.451,86,683,336.79
0.00798,6,15990,5013.8,0.45,81,833,337.47
0.00798,6,16000,251.5,0.949,577,122,247.13
0.00798,6,16000,502.9,0.67,580,201,246.49
0.00798,6,15990,750.7,0.632,582,292,245.98
0.00798,6,16020,1004.7,0.491,580,346,246.66
0.00798,6,15990,1252,0.412,573,398,247.9
0.00798,6,16010,1504.8,0.383,578,467,247
0.00798,6,16010,2003.7,0.33,577,588,247.22
0.00798,6,16010,2504.7,0.321,578,729,247
0.00798,6,16000,3016.9,0.317,575,872,247.56
0.00798,6,15970,4017.4,0.298,578,1143,246.67
0.00798,6,16020,5010.4,0.313,575,1441,247.73
0.00798,6,17980,255.5,0.849,176,71,336.67
0.00798,6,18030,501.2,0.702,178,120,336.72
0.00798,6,18040,754.7,0.646,99,150,347.27
0.00798,6,18010,1000.4,0.548,102,175,346.73
0.00798,6,18010,1253.5,0.434,103,183,346.6
0.00798,6,17990,1517.8,0.426,100,217,346.85
0.00798,6,17990,2007.7,0.447,101,299,346.73
0.00798,6,18000,2527.4,0.482,105,402,346.3
0.00798,6,18020,3038.2,0.484,101,480,346.91
0.00798,6,18000,4023.3,0.492,97,640,347.27
0.00798,6,18000,5050.2,0.486,101,802,346.79
0.00798,6,18010,249.5,0.852,618,106,255.94
0.00798,6,18010,500.5,0.764,610,200,257.62
0.00798,6,18030,751.4,0.601,616,270,256.54
0.00798,6,18010,1006.4,0.494,610,332,257.62
0.00798,6,17990,1254.4,0.385,615,381,256.38
0.00798,6,18000,1503.5,0.417,615,469,256.48
