,D,L,P,G,X,DH,CHF,T
20585,0.00803,3.0,7160000.0,2001.0,0.429,868000.0,1973000.0,369.19
20835,0.00801,3.0,9810000.0,2007.0,0.325,656000.0,1449000.0,447.7
17677,0.008,3.49,12750000.0,999.0,0.448,842000.0,755000.0,432.42999999999995
1299,0.00993,3.12,3589000.0,277.0,0.924,562000.0,479000.0,390.45
6516,0.00622,0.914,6895000.0,7471.6,0.122,113000.0,3785500.0,536.0899999999999
11325,0.0082,5.37,14710000.0,2331.0,0.302,254000.0,507000.0,574.29
6625,0.0093,2.438,111000.0,92.2,0.949,6000.0,188000.0,374.28
18972,0.008,0.241,190000.0,5178.0,-0.052,292000.0,7634000.0,322.28
17873,0.008,2.44,12750000.0,2432.0,0.239,232000.0,1020000.0,563.81
9636,0.00795,2.0,11760000.0,1495.0,0.242,638000.0,1372000.0,470.25
9040,0.00585,5.0,9800000.0,1499.0,0.471,266000.0,390000.0,532.97
2826,0.0131,2.25,2275000.0,1091.0,0.47,704000.0,2501000.0,328.79999999999995
1999,0.01,2.0,1814000.0,701.0,0.628,513000.0,1505000.0,361.91999999999996
1755,0.00999,0.6,2628000.0,644.0,0.535,621000.0,4287000.0,357.03999999999996
17551,0.00607,0.79,12750000.0,2708.0,-0.003,624000.0,3206000.0,482.25
19545,0.00796,1.0,6860000.0,1000.0,0.525,188000.0,1970000.0,520.38
15786,0.0104,3.8,17660000.0,2888.9,0.132,633000.0,1465000.0,522.75
21035,0.00801,3.0,13730000.0,1009.0,0.367,850000.0,829000.0,439.45
20369,0.00796,1.0,17650000.0,2000.0,-0.241,1128000.0,3680000.0,410.45
5277,0.00998,2.5,6963000.0,459.0,0.832,918000.0,995000.0,354.88
20621,0.00781,3.0,6860000.0,1984.0,0.482,69000.0,1037000.0,544.44
9813,0.0082,5.34,11760000.0,2299.0,0.315,448000.0,728000.0,512.11
24270,0.008,0.8,108000.0,100.0,0.743,165000.0,460000.0,335.63
2086,0.01,1.75,2373000.0,302.0,0.853,706000.0,989000.0,330.75
10943,0.00581,1.0,14710000.0,3353.0,-0.022,836000.0,3942000.0,451.46
8980,0.00578,3.0,9800000.0,3314.0,0.26,546000.0,1418000.0,472.63
20311,0.00775,1.008,17650000.0,1000.0,-0.163,1280000.0,2180000.0,374.28
383,0.00607,0.792,14710000.0,2717.0,0.038,444000.0,2520000.0,537.44
3124,0.0131,1.5,3413000.0,724.0,0.577,861000.0,2957000.0,315.87
24319,0.008,1.0,605000.0,59.0,0.75,350000.0,224000.0,349.89
14719,0.0078,7.0,17650000.0,2772.0,0.262,1461000.0,1283000.0,330.77
19810,0.00801,1.0,9810000.0,1000.0,0.213,1087000.0,2710000.0,345.96999999999997
11748,0.00805,2.0,15690000.0,999.0,0.378,292000.0,665000.0,574.56
3956,0.01,4.966,13720000.0,4439.0,0.304,122000.0,1010000.0,590.14
15706,0.00792,1.65,17660000.0,4888.9,0.101,348000.0,2581000.0,579.28
22102,0.0134,3.658,6879000.0,2052.6,0.377,313000.0,1661600.0,493.91999999999996
5652,0.00785,1.0,7100000.0,708.5,0.644,984000.0,2710000.0,340.74
1144,0.00776,2.08,1049000.0,1063.0,0.488,243000.0,1210000.0,398.88
4814,0.0128,1.93,10343000.0,5316.0,0.07,160000.0,2208000.0,558.48
562,0.0074,3.8,17650000.0,6246.0,0.153,542000.0,2011000.0,541.65
4768,0.0152,2.367,6463000.0,2170.0,0.301,24565.0,1681000.0,549.68
19107,0.008,0.393,1000000.0,4714.0,-0.1,572000.0,8876000.0,318.44
3223,0.01,2.0,2059000.0,493.0,0.678,721000.0,1235000.0,319.12
22482,0.008,1.8,2992000.0,2013.0,0.436,109000.0,1950000.0,483.28999999999996
18172,0.00607,0.79,14700000.0,7462.0,0.095,124000.0,3279000.0,596.3
5323,0.00998,3.0,4021000.0,1700.0,0.465,633000.0,2020000.0,381.2
8864,0.0108,1.0,7840000.0,1990.0,0.139,365000.0,3042000.0,493.03
21819,0.00803,6.0,18040000.0,1002.0,0.461,961000.0,440000.0,453.34999999999997
465,0.01075,3.0,14710000.0,1004.0,0.365,464000.0,752000.0,533.3199999999999
3576,0.01,2.0,11760000.0,1758.0,0.099,957000.0,2343000.0,396.16999999999996
12749,0.0151,6.0,17650000.0,1027.0,0.217,773000.0,625000.0,492.21
696,0.01046,1.803,13790000.0,1357.4,0.245,215590.0,946500.0,574.54
15229,0.0126,4.57,6870000.0,650.0,0.841,253000.0,709000.0,506.78
20420,0.008,1.0,17650000.0,1997.0,-0.125,759000.0,2620000.0,495.30999999999995
16727,0.008,0.78,7850000.0,2679.0,0.106,300000.0,3160000.0,507.2
6015,0.01146,1.727,6960000.0,4050.0,0.16,106000.0,2330000.0,538.17
1779,0.00999,0.6,1461000.0,1030.0,0.304,461000.0,4518000.0,363.10999999999996
13594,0.01,2.0,12000000.0,455.0,0.641,1035000.0,1024000.0,379.90999999999997
8617,0.00578,2.0,7840000.0,1493.0,0.543,546000.0,1437000.0,452.46999999999997
1028,0.00394,1.04,2942000.0,874.0,0.754,750000.0,1744000.0,333.05999999999995
11853,0.0082,5.34,15690000.0,1999.0,0.309,507000.0,615000.0,532.41
14050,0.01001,3.0,5000000.0,1152.0,0.624,118000.0,1096000.0,512.93
19878,0.00775,1.008,9810000.0,2000.0,0.167,392000.0,2350000.0,506.63
15158,0.00951,3.05,6870000.0,2736.1,0.337,339000.0,1825000.0,488.12
12765,0.00581,1.0,19610000.0,1499.0,-0.26,1308000.0,2459000.0,388.7
17195,0.008,2.44,9800000.0,2190.0,0.325,211000.0,1160000.0,544.03
6467,0.0128,1.93,5171000.0,1912.0,0.391,65000.0,2217700.0,526.13
10057,0.00457,0.295,13720000.0,3980.0,0.073,86000.0,2680000.0,595.87
12988,0.00782,0.25,19610000.0,1018.0,-0.371,463000.0,1913000.0,574.88
15416,0.0074,3.8,9810000.0,3000.0,0.269,445000.0,1175000.0,495.14
19068,0.008,0.241,990000.0,5116.0,-0.159,609000.0,12190000.0,309.12
20530,0.00799,3.0,6860000.0,1001.0,0.714,606000.0,1122000.0,427.40999999999997
2531,0.0129,0.96,1491000.0,318.0,0.67,559000.0,1990000.0,340.76
24504,0.012,1.0,716000.0,102.0,0.81,368000.0,622000.0,352.53999999999996
19871,0.00785,1.0,9710000.0,1020.0,0.531,166000.0,1750000.0,552.05
7813,0.00617,5.512,6895000.0,2671.3,0.501,219000.0,728400.0,514.27
7293,0.0141,1.524,12476000.0,2710.6,0.102,132000.0,1574100.0,579.8399999999999
3843,0.01,2.0,13720000.0,938.0,0.265,759000.0,1219000.0,460.31999999999994
997,0.00394,2.08,1422000.0,748.0,0.819,587000.0,775000.0,331.69
7199,0.0141,1.524,11097000.0,981.7,0.37,98000.0,1271300.0,575.68
11789,0.00803,4.0,15690000.0,1509.0,0.272,507000.0,591000.0,532.41
21865,0.00778,6.0,17550000.0,2001.0,0.361,428000.0,480000.0,563.45
17880,0.008,5.03,12750000.0,2726.0,0.205,582000.0,885000.0,491.58
19893,0.00801,1.0,9810000.0,2000.0,-0.023,1032000.0,3970000.0,359.14
23100,0.00811,3.66,1000000.0,1007.3,0.494,45000.0,581000.0,442.76
3303,0.01,1.0,2059000.0,615.0,0.596,696000.0,2807000.0,325.09999999999997
20655,0.00781,3.0,6860000.0,3965.0,0.153,811000.0,2657000.0,379.13
1998,0.01,2.0,2069000.0,681.0,0.647,545000.0,1505000.0,361.44
13065,0.0108,1.0,19610000.0,1504.0,-0.336,678000.0,1893000.0,532.0899999999999
12922,0.00585,4.0,19610000.0,4951.0,0.18,864000.0,1758000.0,491.78999999999996
14258,0.01001,3.0,16000000.0,874.0,0.474,154000.0,434000.0,600.0899999999999
13788,0.01,2.0,18000000.0,786.0,0.072,1253000.0,1286000.0,384.25
23024,0.00811,3.0,13970000.0,3018.6,0.274,69000.0,739000.0,600.05
4113,0.01001,3.0,15690000.0,3926.0,0.251,187000.0,1427000.0,592.77
8002,0.00585,6.0,5880000.0,3359.0,0.464,267000.0,819000.0,492.17999999999995
3074,0.0131,1.5,2942000.0,293.0,0.81,877000.0,1491000.0,302.63
21449,0.00803,6.0,6860000.0,990.0,0.767,730000.0,630000.0,398.33
6345,0.01,0.35,2400000.0,2673.8,-0.1508,854840.0,11000000.0,295.75
22074,0.0134,3.658,5161000.0,2049.9,0.416,109000.0,1478400.0,516.91
23177,0.00811,3.66,10010000.0,1000.6,0.598,58000.0,467000.0,574.41
3786,0.01,2.0,13720000.0,329.0,0.695,1132000.0,766000.0,372.79999999999995
5669,0.0128,1.93,7030000.0,936.0,0.499,489000.0,1924000.0,456.36
6944,0.0102,2.438,6893000.0,2996.8,0.301,189000.0,2015800.0,520.53
22851,0.00811,2.0,16000000.0,753.7,0.42,576000.0,738000.0,520.49
17102,0.008,1.57,9800000.0,1595.0,0.392,62000.0,1186000.0,572.06
599,0.00807,0.778,17650000.0,2222.0,-0.123,532000.0,2510000.0,543.69
11139,0.00782,0.25,14710000.0,1990.0,-0.069,254000.0,2973000.0,574.29
809,0.0152,2.456,4992000.0,3530.0,0.36,-387078.0,1080000.0,536.99
234,0.00607,0.792,9800000.0,2199.0,0.285,57000.0,1820000.0,572.94
20058,0.00801,1.002,13730000.0,501.0,0.53,187000.0,770000.0,579.19
2234,0.01,1.5,1079000.0,543.0,0.611,442000.0,1512000.0,353.01
21544,0.00801,6.0,9810000.0,501.0,0.887,1049000.0,370000.0,355.07
24238,0.006,1.77,306000.0,151.0,0.802,442000.0,278000.0,302.27
2627,0.0129,0.96,1844000.0,1143.0,0.394,276000.0,3944000.0,418.7
24240,0.006,1.77,504000.0,150.0,0.801,514000.0,280000.0,303.44
2369,0.01,1.0,2530000.0,160.0,0.906,827000.0,1002000.0,305.51
18085,0.00384,1.55,14700000.0,4008.0,0.161,598000.0,1895000.0,504.78999999999996
9981,0.01075,6.0,11760000.0,2773.0,0.25,346000.0,801000.0,533.48
9793,0.0082,5.37,11760000.0,1510.0,0.421,351000.0,494000.0,532.45
7386,0.00598,3.203,7015000.0,2214.7,0.642,-581000.0,389900.0,559.12
2821,0.0131,2.25,2736000.0,1050.0,0.507,749000.0,2545000.0,328.85999999999996
6208,0.01262,3.658,6688000.0,2752.7,0.283,328000.0,1790900.0,488.46
22469,0.008,1.8,2984000.0,1014.0,0.658,251000.0,1605000.0,451.29999999999995
20277,0.00801,1.0,17650000.0,500.0,0.397,516000.0,840000.0,546.93
8720,0.00589,0.4,7840000.0,2192.0,-0.017,776000.0,6011000.0,398.91999999999996
6731,0.0093,1.219,200000.0,299.7,0.653,87000.0,870000.0,372.78999999999996
6047,0.01077,0.864,7030000.0,1080.0,0.47,39000.0,2510000.0,551.94
12596,0.0108,2.0,17650000.0,1001.0,-0.014,956000.0,1267000.0,450.68999999999994
19620,0.00801,1.0,6860000.0,2000.0,0.075,915000.0,4100000.0,354.34
11567,0.00578,2.0,15690000.0,5082.0,0.261,169000.0,1575000.0,595.69
19724,0.00801,1.0,6860000.0,4000.0,-0.012,549000.0,4230000.0,440.61
16545,0.00607,0.79,7850000.0,7443.0,0.041,209000.0,3855000.0,526.3199999999999
20042,0.00801,1.0,13730000.0,500.0,0.521,365000.0,930000.0,545.6099999999999
20930,0.00801,3.0,9810000.0,4030.0,0.114,616000.0,2049000.0,456.86
7775,0.00932,3.048,18029800.0,1036.2,0.31,517070.00000000006,598341.0,550.01
23797,0.00798,6.0,18010000.0,1000.4,0.548,102000.0,175000.0,619.88
9765,0.00803,6.0,11760000.0,2014.0,0.319,142000.0,355000.0,572.8499999999999
15618,0.0077,2.6,14710000.0,4750.0,0.195,234000.0,1524000.0,577.88
9986,0.0151,6.0,11760000.0,519.0,0.65,982000.0,582000.0,390.24
19896,0.00801,1.0,9810000.0,2000.0,0.005,872000.0,3490000.0,397.22999999999996
23506,0.00811,5.0,2000000.0,2002.8,0.42,431000.0,995000.0,386.64
13252,0.01,1.0,10000000.0,433.0,0.613,986000.0,1940000.0,372.05999999999995
24393,0.008,1.6,303000.0,101.0,0.816,437000.0,279000.0,303.12
9019,0.00585,4.0,9800000.0,3308.0,0.349,266000.0,881000.0,532.97
6016,0.01146,1.727,7030000.0,4050.0,0.16,106000.0,2330000.0,538.89
9150,0.00795,2.0,9800000.0,1495.0,0.299,812000.0,1791000.0,411.28
9009,0.00585,4.0,9800000.0,1499.0,0.514,22000.0,386000.0,578.99
5233,0.00998,2.0,6963000.0,579.0,0.758,937000.0,1503000.0,350.34
5302,0.00998,2.5,6963000.0,1342.0,0.471,788000.0,2007000.0,385.84999999999997
9708,0.00805,2.0,11760000.0,999.0,0.485,142000.0,732000.0,572.8499999999999
10569,0.0082,5.37,13720000.0,1026.0,0.436,1308000.0,693000.0,330.57
12836,0.00578,3.0,19610000.0,1493.0,0.042,1472000.0,1066000.0,349.38
22642,0.00811,1.0,12010000.0,1005.7,0.429,65000.0,1170000.0,587.81
18097,0.00384,0.8,14700000.0,4943.0,0.187,136000.0,1993000.0,594.4
3134,0.0131,1.5,1638000.0,871.0,0.464,683000.0,2992000.0,315.92999999999995
5948,0.00935,2.007,7070000.0,3375.0,0.31,41000.0,1990000.0,551.96
18212,0.008,2.44,14700000.0,1023.0,0.219,1056000.0,1067000.0,399.88
16436,0.00384,0.8,7850000.0,4008.0,0.265,125000.0,2460000.0,543.26
2117,0.01,1.75,3011000.0,791.0,0.669,563000.0,1999000.0,379.07
14458,0.01,4.966,10000000.0,490.0,0.944,117000.0,340000.0,563.72
10092,0.00475,0.318,13720000.0,3653.0,-0.334,967000.0,8168000.0,411.98
18215,0.008,2.44,14700000.0,1018.0,0.289,813000.0,921000.0,456.65999999999997
16806,0.008,0.78,7850000.0,4004.0,0.047,243000.0,3217000.0,519.26
9227,0.00803,4.0,9800000.0,2710.0,0.32,57000.0,655000.0,572.94
21071,0.008,3.0,13730000.0,983.0,0.492,98000.0,426000.0,594.06
22709,0.00811,2.0,1990000.0,1504.0,0.517,434000.0,2155000.0,385.65
15072,0.00951,1.73,6870000.0,2116.7,0.236,583000.0,2730000.0,432.87
19154,0.008,0.393,1520000.0,4908.0,-0.037,377000.0,7624000.0,385.03999999999996
16172,0.008,0.78,2940000.0,2700.0,0.297,35000.0,3961000.0,498.4
22583,0.00811,1.0,980000.0,744.5,0.465,42000.0,1480000.0,442.56999999999994
7662,0.00932,3.048,6894800.0,2062.8,0.428,130489.0,1226946.0,532.5699999999999
24421,0.01,0.5,410000.0,99.0,0.791,354000.0,1007000.0,333.85999999999996
17017,0.008,1.57,9800000.0,1007.0,0.418,726000.0,1639000.0,431.40999999999997
6883,0.0093,1.219,136000.0,162.7,0.876,91000.0,634000.0,359.99
12892,0.00585,4.0,19610000.0,1499.0,0.407,463000.0,400000.0,574.88
2534,0.0129,0.96,1216000.0,329.0,0.641,509000.0,1967000.0,342.65999999999997
9503,0.00578,3.0,11760000.0,5029.0,0.241,250000.0,1308000.0,552.66
17191,0.008,2.44,9800000.0,2190.0,0.292,406000.0,1422000.0,503.52
12653,0.0108,3.0,17650000.0,1520.0,-0.016,1123000.0,1502000.0,411.64
3854,0.01,2.0,13720000.0,2232.0,0.057,689000.0,2096000.0,476.2
10561,0.00803,6.0,13720000.0,1981.0,0.346,297000.0,458000.0,558.8599999999999
16262,0.008,1.57,4900000.0,3185.0,0.313,100000.0,2504000.0,515.38
9704,0.00805,1.0,11760000.0,3330.0,0.096,136000.0,1732000.0,573.92
16981,0.008,0.78,9800000.0,1005.0,0.17,1061000.0,3303000.0,352.09999999999997
15220,0.0126,3.66,6870000.0,2594.4,0.325,307000.0,1715000.0,495.13
11746,0.00805,2.0,15690000.0,999.0,0.365,502000.0,855000.0,533.45
6363,0.01,0.35,1100000.0,1578.8,-0.0742,699008.0,6210000.0,292.45
4867,0.00622,0.91,6895000.0,7485.0,0.027,409000.0,5729000.0,472.87
3621,0.01001,3.0,11760000.0,385.0,0.786,542000.0,475000.0,491.68999999999994
10036,0.0151,6.0,11760000.0,2124.0,0.319,84000.0,640000.0,582.92
19710,0.00775,1.008,6770000.0,4000.0,0.141,140000.0,2730000.0,529.31
20746,0.00799,3.0,9810000.0,1001.0,0.552,572000.0,867000.0,466.86
16389,0.008,0.79,4900000.0,989.0,0.475,706000.0,3633000.0,377.79999999999995
7242,0.0141,1.524,11029000.0,2028.6,0.157,123000.0,1504700.0,570.73
15332,0.0108,1.0,9810000.0,1513.9,0.021,893000.0,3756000.0,392.26
24379,0.008,1.4,509000.0,60.0,0.721,528000.0,176000.0,300.46999999999997
6606,0.0093,3.048,114000.0,92.2,0.9,149000.0,153000.0,341.0
2392,0.01,1.0,1746000.0,279.0,0.801,650000.0,1531000.0,327.17999999999995
23756,0.00798,6.0,14010000.0,748.6,0.544,72000.0,162000.0,599.8499999999999
12201,0.00578,3.0,17650000.0,5019.0,0.087,954000.0,2453000.0,451.15
22289,0.00545,2.511,9560000.0,6910.9,0.264,208000.0,2106700.0,542.52
19764,0.00801,1.0,9810000.0,500.0,0.563,961000.0,1700000.0,376.09
7423,0.00598,2.402,6984000.0,2997.0,0.54,-554000.0,462600.0,558.8199999999999
23755,0.00798,6.0,14010000.0,502.9,0.598,135000.0,129000.0,589.97
23056,0.00811,3.0,16020000.0,1251.4,0.291,578000.0,717000.0,520.24
605,0.0104,3.8,17650000.0,654.0,0.474,1183000.0,697000.0,397.41999999999996
20959,0.00799,3.0,9810000.0,3999.0,0.259,191000.0,1424000.0,548.05
8031,0.00792,0.5,5880000.0,1495.0,0.145,619000.0,5000000.0,412.06999999999994
2408,0.01,1.0,2314000.0,373.0,0.784,688000.0,2004000.0,333.59999999999997
20261,0.008,0.99,13730000.0,3933.0,0.085,210000.0,2440000.0,575.1099999999999
24558,0.01582,2.4384,476000.0,5864.0,0.0116,441720.0,4384000.0,318.72999999999996
12275,0.00585,5.0,17650000.0,3359.0,0.261,582000.0,780000.0,533.39
15298,0.0107,4.0,7850000.0,2016.7,0.393,175000.0,1010000.0,533.27
8042,0.00795,2.0,5880000.0,985.0,0.656,1039000.0,2023000.0,312.04999999999995
21474,0.00778,6.0,7060000.0,1035.0,0.824,821000.0,680000.0,379.17999999999995
1524,0.00996,0.96,1579000.0,282.0,0.741,662000.0,1535000.0,319.05999999999995
2335,0.01,1.25,2373000.0,1075.0,0.507,452000.0,3002000.0,391.21
6663,0.0093,1.829,114000.0,92.2,0.896,191000.0,258000.0,330.96999999999997
10918,0.0151,6.0,13720000.0,1547.0,0.256,324000.0,605000.0,553.64
7098,0.0141,0.991,11029000.0,2034.0,0.122,101000.0,1798100.0,574.65
8875,0.00581,1.0,9800000.0,1499.0,0.268,897000.0,2721000.0,391.21
8551,0.01075,6.0,6860000.0,1528.0,0.525,313000.0,758000.0,493.71
9984,0.01075,6.0,11760000.0,2764.0,0.323,27000.0,514000.0,592.17
24569,0.01582,2.4384,319000.0,7038.0,0.0022,464151.0,5392000.0,297.28999999999996
6485,0.0128,1.93,5171000.0,3837.5,0.073,366000.0,3088400.0,460.89
13678,0.01,2.0,14000000.0,1380.0,0.072,1075000.0,1987000.0,388.96
18926,0.011,6.0,17700000.0,1582.0,0.26,728000.0,678000.0,502.61
6024,0.01146,2.007,7000000.0,1012.0,0.66,177000.0,1690000.0,524.17
16720,0.008,3.49,7850000.0,1998.0,0.476,42000.0,819000.0,559.17
5646,0.00785,1.0,7100000.0,494.2,0.732,994000.0,2028000.0,338.34
12687,0.01075,4.0,17650000.0,2011.0,0.264,372000.0,805000.0,574.8199999999999
23559,0.00811,5.0,6990000.0,4996.9,0.278,475000.0,1812000.0,459.08
16633,0.008,0.78,7850000.0,1603.0,0.07,1020000.0,4618000.0,340.9
17813,0.008,3.49,12750000.0,2004.0,0.226,714000.0,1088000.0,461.93999999999994
21287,0.00803,3.0,17550000.0,1005.0,0.395,368000.0,470000.0,574.76
5084,0.00998,1.0,8924000.0,515.0,0.496,835000.0,1957000.0,396.80999999999995
20910,0.00796,3.0,9810000.0,4000.0,0.039,990000.0,2759000.0,369.17999999999995
24301,0.008,1.0,403000.0,61.0,0.779,354000.0,245000.0,333.21999999999997
3911,0.01001,3.0,13720000.0,5475.0,0.211,137000.0,1702000.0,587.67
10143,0.00581,1.0,13720000.0,1499.0,0.141,707000.0,1865000.0,472.14
6178,0.01262,1.829,6964000.0,1396.7,0.35,426000.0,2308500.0,469.84999999999997
5639,0.00785,1.0,5100000.0,2742.5,0.054,808000.0,4823000.0,356.46
18267,0.008,3.49,14710000.0,999.0,0.473,362000.0,475000.0,553.88
10789,0.01075,4.0,13720000.0,1519.0,0.133,1056000.0,1209000.0,390.90999999999997
1574,0.00996,0.96,451000.0,511.0,0.496,357000.0,1868000.0,336.71999999999997
17042,0.008,5.03,9800000.0,1001.0,0.598,170000.0,384000.0,552.04
16285,0.008,0.78,4900000.0,1634.0,0.267,558000.0,4088000.0,412.73
19585,0.008,1.0,6860000.0,980.0,0.532,649000.0,2860000.0,417.37
12049,0.0146,6.0,15690000.0,1089.0,0.348,401000.0,489000.0,553.8599999999999
11663,0.00585,6.0,15690000.0,4982.0,0.322,602000.0,1103000.0,512.31
21178,0.00781,3.0,14020000.0,2044.0,0.294,134000.0,609000.0,590.2
8696,0.00585,4.0,7840000.0,4972.0,0.259,634000.0,1829000.0,432.18999999999994
9750,0.00803,4.0,11760000.0,1992.0,0.339,24000.0,430000.0,592.63
6023,0.01146,2.007,7000000.0,1012.0,0.66,177000.0,1690000.0,524.17
11981,0.01075,4.0,15690000.0,2749.0,0.228,295000.0,962000.0,574.01
21304,0.00785,3.0,17650000.0,1080.0,0.3,976000.0,853000.0,446.05999999999995
16222,0.008,1.57,4900000.0,996.0,0.695,424000.0,1991000.0,443.84
13658,0.01,2.0,14000000.0,548.0,0.446,1135000.0,1104000.0,374.65999999999997
17485,0.00384,0.8,12750000.0,4008.0,0.077,436000.0,2533000.0,523.0699999999999
24271,0.008,0.8,112000.0,101.0,0.703,328000.0,480000.0,297.69
10469,0.00805,1.0,13720000.0,1005.0,0.246,425000.0,1407000.0,533.3399999999999
1714,0.00999,0.6,1304000.0,453.0,0.611,594000.0,3390000.0,325.72999999999996
6268,0.01,0.35,2130000.0,1909.9,-0.1382,842730.0,7960000.0,291.84999999999997
20981,0.00801,3.0,13730000.0,500.0,0.664,355000.0,359000.0,547.5999999999999
20927,0.00801,3.0,9710000.0,4030.0,0.11,718000.0,2302000.0,432.36
4807,0.0129,1.93,10343000.0,1302.0,0.228,619000.0,1975000.0,461.34999999999997
15389,0.00805,2.0,9810000.0,2805.6,0.293,57000.0,1258000.0,573.02
17530,0.00607,0.79,12750000.0,1604.0,0.262,120000.0,1305000.0,583.8299999999999
19033,0.008,0.243,500000.0,3911.0,-0.045,337000.0,7763000.0,345.45
18061,0.011,6.0,12750000.0,2688.0,0.232,337000.0,746000.0,543.41
24132,0.006,0.8,914000.0,150.0,0.794,630000.0,630000.0,300.48999999999995
24511,0.012,1.0,924000.0,61.0,0.712,623000.0,380000.0,302.65
2383,0.01,1.0,3521000.0,270.0,0.799,846000.0,1523000.0,321.49
22035,0.0134,3.658,1725000.0,2032.4,0.379,261000.0,1842900.0,418.73
17201,0.008,3.49,9810000.0,2004.0,0.322,872000.0,1449000.0,397.22999999999996
32,0.004,0.991,100000.0,421.3,0.74,329000.0,820000.0,294.22999999999996
13725,0.01,2.0,16000000.0,195.0,0.821,1118000.0,459000.0,397.12
15196,0.0126,3.66,6870000.0,1355.6,0.512,207000.0,1151000.0,516.52
16050,0.008,0.79,2940000.0,995.0,0.56,413000.0,3488000.0,412.96999999999997
15140,0.00925,3.05,6870000.0,4055.6,0.304,70000.0,1630000.0,544.3499999999999
9417,0.00581,1.0,11760000.0,3353.0,-0.015,893000.0,4217000.0,411.28999999999996
18732,0.008,1.57,17700000.0,1595.0,-0.003,843000.0,1705000.0,477.0
18202,0.008,0.79,14700000.0,995.0,0.111,508000.0,1532000.0,524.06
23706,0.00798,6.0,5000000.0,3014.2,0.402,460000.0,1122000.0,436.99
9706,0.00805,2.0,11760000.0,999.0,0.463,351000.0,912000.0,532.45
2819,0.0131,2.5,2795000.0,799.0,0.626,779000.0,1996000.0,322.96999999999997
10889,0.0151,6.0,13720000.0,509.0,0.531,425000.0,330000.0,533.3399999999999
14546,0.01,4.966,14000000.0,330.0,0.815,149000.0,169000.0,587.5799999999999
1519,0.00996,0.96,2285000.0,277.0,0.754,766000.0,1555000.0,314.2
21396,0.00796,3.0,17650000.0,4000.0,0.091,552000.0,1693000.0,539.5999999999999
7026,0.0113,1.829,13824000.0,3407.6,0.016,477000.0,2596200.0,523.36
10162,0.00581,1.0,13720000.0,3353.0,0.186,92000.0,1475000.0,594.94
22612,0.00811,1.0,5000000.0,1502.0,0.522,49000.0,2759000.0,527.23
14435,0.01,4.966,7000000.0,4876.0,0.327,93000.0,1438000.0,541.16
20031,0.00775,1.008,13830000.0,500.0,0.305,984000.0,1250000.0,408.98
3817,0.01,2.0,13720000.0,1571.0,0.047,1071000.0,2192000.0,387.34999999999997
11621,0.00585,4.0,15690000.0,3318.0,0.188,1048000.0,1478000.0,410.83
21551,0.00801,6.0,9810000.0,501.0,0.846,594000.0,290000.0,461.87
5580,0.00601,1.0,7100000.0,2475.1,0.134,878000.0,4012000.0,366.09
21270,0.00801,3.0,17650000.0,1000.0,0.351,490000.0,518000.0,552.15
6356,0.01,0.35,1100000.0,1858.9,-0.0317,531868.0,6220000.0,332.45
5035,0.00998,1.0,6963000.0,422.0,0.752,727000.0,1959000.0,400.28
23948,0.004,0.2,101300.0,662.7,0.2637,367684.0,3208000.0,285.34999999999997
7841,0.00617,2.743,6895000.0,4108.7,0.344,233000.0,1734700.0,511.30999999999995
15301,0.0107,5.0,7850000.0,1008.3,0.643,546000.0,802000.0,452.58
8097,0.00986,0.601,5880000.0,3817.0,-0.052,461000.0,6070000.0,448.71999999999997
4628,0.0151,3.178,5011000.0,3890.0,0.104,373124.0,2446000.0,458.90999999999997
7644,0.012,1.8,294000.0,400.0,0.6626,252636.0,1125000.0,346.15
6104,0.0094,5.563,6964000.0,2779.8,0.41,254000.0,1015200.0,507.59999999999997
16555,0.008,0.78,7850000.0,1000.0,0.417,389000.0,2549000.0,487.87
22293,0.00545,2.511,9510000.0,6943.5,0.285,134000.0,1948600.0,556.47
8221,0.00581,1.0,6860000.0,1499.0,0.411,840000.0,3187000.0,372.24
21434,0.00801,6.0,6860000.0,501.0,0.952,869000.0,390000.0,365.32
662,0.0108,3.0,19610000.0,498.0,0.389,342000.0,269000.0,596.3299999999999
24266,0.008,0.6,108000.0,149.0,0.619,158000.0,771000.0,337.29999999999995
2484,0.0129,0.96,2795000.0,215.0,0.712,777000.0,1493000.0,323.45
18623,0.00607,0.79,17700000.0,999.0,0.167,357000.0,961000.0,577.96
9899,0.0108,3.0,11760000.0,1514.0,0.363,139000.0,787000.0,573.38
9798,0.0082,5.37,11760000.0,1510.0,0.366,84000.0,303000.0,582.92
1537,0.00996,0.96,2716000.0,684.0,0.628,649000.0,3180000.0,352.33
5894,0.00935,1.359,7000000.0,1012.0,0.68,39000.0,1850000.0,551.65
16134,0.008,1.97,2940000.0,1579.0,0.55,118000.0,1781000.0,480.29999999999995
12375,0.00805,2.0,17650000.0,2784.0,0.168,372000.0,1453000.0,574.8199999999999
2238,0.01,1.25,3501000.0,101.0,0.894,885000.0,497000.0,311.77
19565,0.008,0.99,6860000.0,1007.0,0.414,696000.0,2680000.0,406.34
6866,0.0093,1.219,198000.0,298.3,0.697,287000.0,1037000.0,324.78999999999996
15587,0.0077,2.6,14710000.0,1750.0,0.259,351000.0,791000.0,556.03
10436,0.00795,2.0,13720000.0,1495.0,0.185,712000.0,1349000.0,471.01
22225,0.0134,3.658,17864000.0,2030.7,0.307,325000.0,1056200.0,584.97
