D,L,P,G,Xchf,DHin,CHF,Tin
0.00607,0.79,9800.0,3995.0,0.001,585.0,4452.0,190.67
0.00607,0.79,9800.0,4005.0,-0.019,589.0,4293.0,189.76
0.00607,0.79,9800.0,3995.0,-0.001,535.0,4054.0,201.95
0.00607,0.79,9800.0,4005.0,0.009,480.0,3756.0,214.19
0.00607,0.79,9800.0,4014.0,0.021,434.0,3538.0,224.29
0.00607,0.79,9800.0,4024.0,0.033,387.0,3312.0,234.46
0.00607,0.79,9800.0,4024.0,0.052,325.0,3034.0,247.62
0.00607,0.79,9800.0,4014.0,0.065,271.0,2749.0,258.8
0.00607,0.79,9800.0,4014.0,0.076,221.0,2484.0,268.89
0.00607,0.79,9800.0,4024.0,0.098,159.0,2239.0,281.01
0.00607,0.79,9800.0,4043.0,0.115,112.0,2047.0,289.86
0.00607,0.79,9800.0,4005.0,0.139,68.0,1934.0,297.85
0.00607,0.79,9800.0,5032.0,-0.025,499.0,4458.0,209.98
0.00607,0.79,9800.0,5004.0,-0.008,457.0,4253.0,219.26
0.00607,0.79,9800.0,5004.0,0.009,401.0,3948.0,231.45
0.00607,0.79,9800.0,5004.0,0.019,373.0,3809.0,237.46
0.00607,0.79,9800.0,5042.0,0.015,359.0,3650.0,240.44
0.00607,0.79,9800.0,5004.0,0.03,315.0,3398.0,249.71
0.00607,0.79,9800.0,4956.0,0.033,310.0,3352.0,250.75
0.00607,0.79,9800.0,5004.0,0.042,266.0,3087.0,259.82
0.00607,0.79,9800.0,4994.0,0.06,216.0,2835.0,269.88
0.00607,0.79,9800.0,5004.0,0.054,216.0,2769.0,269.88
0.00607,0.79,9800.0,4994.0,0.078,165.0,2577.0,279.86
0.00607,0.79,9800.0,5004.0,0.069,165.0,2458.0,279.86
0.00607,0.79,9800.0,5013.0,0.094,112.0,2279.0,289.86
0.00607,0.79,9800.0,4984.0,0.085,112.0,2146.0,289.86
0.00607,0.79,9800.0,5013.0,0.112,57.0,1967.0,299.79
0.00607,0.79,9800.0,4975.0,0.113,57.0,1967.0,299.79
0.00607,0.79,9800.0,7568.0,-0.015,363.0,4962.0,239.59
0.00607,0.79,9800.0,7453.0,0.013,310.0,4677.0,250.75
0.00607,0.79,9800.0,7571.0,0.026,266.0,4328.0,259.82
0.00607,0.79,9800.0,7568.0,0.036,211.0,3756.0,270.88
0.00607,0.79,9800.0,7462.0,0.056,159.0,3352.0,281.01
0.00607,0.79,9800.0,7405.0,0.073,112.0,2968.0,289.86
0.00607,0.79,9800.0,7558.0,0.086,62.0,2544.0,298.91
0.008,0.78,9800.0,1005.0,0.17,1061.0,3303.0,78.95
0.008,0.78,9800.0,1005.0,0.27,549.0,2333.0,198.8
0.008,0.78,9800.0,1005.0,0.278,508.0,2257.0,207.98
0.008,0.78,9800.0,1027.0,0.29,457.0,2217.0,219.26
0.008,0.78,9800.0,1000.0,0.33,411.0,2177.0,229.29
0.008,0.78,9800.0,1000.0,0.353,359.0,2121.0,240.44
0.008,0.78,9800.0,1000.0,0.367,315.0,2061.0,249.71
0.008,0.78,9800.0,1000.0,0.384,266.0,1996.0,259.82
0.008,0.78,9800.0,1000.0,0.394,216.0,1900.0,269.88
0.008,0.78,9800.0,1000.0,0.404,165.0,1805.0,279.86
0.008,0.78,9800.0,1000.0,0.422,112.0,1729.0,289.86
0.008,0.78,9800.0,1000.0,0.434,57.0,1624.0,299.79
0.008,0.79,9800.0,983.0,0.159,1175.0,3343.0,51.59
0.008,0.79,9800.0,983.0,0.145,1133.0,3198.0,61.68
0.008,0.79,9800.0,983.0,0.151,1086.0,3105.0,72.96
0.008,0.79,9800.0,983.0,0.166,1049.0,3064.0,81.82
0.008,0.79,9800.0,989.0,0.16,1007.0,2960.0,91.87
0.008,0.79,9800.0,989.0,0.168,982.0,2924.0,97.83
0.008,0.79,9800.0,989.0,0.182,940.0,2867.0,107.84
0.008,0.79,9800.0,995.0,0.18,902.0,2784.0,116.87
0.008,0.79,9800.0,989.0,0.194,855.0,2701.0,128.0
0.008,0.79,9800.0,989.0,0.199,812.0,2613.0,138.13
0.008,0.79,9800.0,995.0,0.225,769.0,2608.0,148.22
0.008,0.79,9800.0,1000.0,0.234,735.0,2567.0,156.16
0.008,0.79,9800.0,1000.0,0.236,704.0,2499.0,163.36
0.008,0.79,9800.0,995.0,0.246,660.0,2411.0,173.53
0.008,0.79,9800.0,995.0,0.26,611.0,2339.0,184.76
0.008,0.79,9800.0,995.0,0.286,544.0,2261.0,199.93
0.008,0.79,9800.0,995.0,0.298,526.0,2256.0,203.96
0.008,0.79,9800.0,1000.0,0.323,457.0,2184.0,219.26
0.008,0.79,9800.0,1000.0,0.335,420.0,2132.0,227.34
0.008,0.79,9800.0,995.0,0.351,373.0,2060.0,237.46
0.008,0.79,9800.0,995.0,0.374,325.0,2018.0,247.62
0.008,0.79,9800.0,983.0,0.396,266.0,1925.0,259.82
0.008,0.79,9800.0,983.0,0.416,226.0,1894.0,267.89
0.008,0.79,9800.0,989.0,0.435,154.0,1791.0,281.97
0.008,1.57,9800.0,1007.0,0.418,726.0,1639.0,158.26
0.008,1.57,9800.0,996.0,0.454,687.0,1631.0,167.3
0.008,1.57,9800.0,1001.0,0.459,638.0,1588.0,178.58
0.008,1.57,9800.0,990.0,0.485,585.0,1548.0,190.67
0.008,1.57,9800.0,1001.0,0.476,549.0,1505.0,198.8
0.008,1.57,9800.0,996.0,0.493,512.0,1480.0,207.09
0.008,1.57,9800.0,1007.0,0.49,457.0,1421.0,219.26
0.008,1.57,9800.0,1001.0,0.489,411.0,1353.0,229.29
0.008,1.57,9800.0,1007.0,0.491,359.0,1298.0,240.44
0.008,1.57,9800.0,996.0,0.505,310.0,1247.0,250.75
0.008,1.57,9800.0,990.0,0.525,271.0,1224.0,258.8
0.008,1.57,9800.0,1001.0,0.524,216.0,1166.0,269.88
0.008,1.57,9800.0,1012.0,0.515,180.0,1118.0,276.96
0.008,1.57,9800.0,1001.0,0.532,106.0,1040.0,290.97
0.008,1.57,9800.0,1001.0,0.552,45.0,994.0,301.89
0.008,5.03,9800.0,1001.0,0.587,855.0,647.0,128.0
0.008,5.03,9800.0,1001.0,0.588,799.0,626.0,141.19
0.008,5.03,9800.0,1017.0,0.58,743.0,609.0,154.3
0.008,5.03,9800.0,1001.0,0.594,687.0,585.0,167.3
0.008,5.03,9800.0,1001.0,0.595,634.0,564.0,179.5
0.008,5.03,9800.0,1001.0,0.599,571.0,542.0,193.84
0.008,5.03,9800.0,1001.0,0.599,517.0,521.0,205.98
0.008,5.03,9800.0,1001.0,0.576,453.0,484.0,220.14
0.008,5.03,9800.0,995.0,0.605,301.0,437.0,252.62
0.008,5.03,9800.0,1001.0,0.571,246.0,400.0,263.88
0.008,5.03,9800.0,1001.0,0.598,170.0,384.0,278.89
0.008,5.03,9800.0,1001.0,0.589,84.0,345.0,294.98
0.008,0.78,9800.0,1599.0,0.092,897.0,4067.0,118.06
0.008,0.78,9800.0,1599.0,0.071,897.0,3957.0,118.06
0.008,0.78,9800.0,1599.0,0.084,855.0,3851.0,128.0
0.008,0.78,9800.0,1599.0,0.092,808.0,3709.0,139.08
0.008,0.78,9800.0,1599.0,0.102,748.0,3520.0,153.13
0.008,0.78,9800.0,1599.0,0.105,713.0,3399.0,161.28
0.008,0.78,9800.0,1599.0,0.117,665.0,3273.0,172.38
0.008,0.78,9800.0,1599.0,0.119,616.0,3089.0,183.62
0.008,0.78,9800.0,1599.0,0.14,571.0,3025.0,193.84
0.008,0.78,9800.0,1599.0,0.149,526.0,2894.0,203.96
0.008,0.78,9800.0,1619.0,-0.018,1103.0,4471.0,68.88
0.008,0.78,9800.0,1625.0,-0.006,1065.0,4395.0,77.99
0.008,0.78,9800.0,1619.0,0.013,1019.0,4295.0,89.0
0.008,0.78,9800.0,1614.0,0.028,977.0,4194.0,99.03
0.008,0.78,9800.0,1603.0,0.046,940.0,4103.0,107.84
0.008,0.78,9800.0,1603.0,0.05,897.0,3951.0,118.06
0.008,0.78,9800.0,1603.0,0.045,859.0,3770.0,127.05
0.008,0.78,9800.0,1603.0,0.069,812.0,3709.0,138.13
0.008,0.78,9800.0,1603.0,0.085,765.0,3598.0,149.16
0.008,0.78,9800.0,1603.0,0.095,726.0,3497.0,158.26
0.008,0.78,9800.0,1603.0,0.101,682.0,3351.0,168.46
0.008,0.78,9800.0,1614.0,0.112,625.0,3199.0,181.56
0.008,0.78,9800.0,1614.0,0.112,625.0,3199.0,181.56
0.008,0.78,9800.0,1603.0,0.126,594.0,3129.0,188.63
0.008,0.78,9800.0,1619.0,0.038,956.0,4158.0,104.03
0.008,0.78,9800.0,1587.0,0.063,923.0,4072.0,111.88
0.008,0.78,9800.0,1576.0,0.083,872.0,3946.0,123.98
0.008,0.78,9800.0,1576.0,0.085,829.0,3785.0,134.13
0.008,0.78,9800.0,1603.0,0.079,812.0,3745.0,138.13
0.008,0.78,9800.0,1581.0,0.092,769.0,3594.0,148.22
0.008,0.78,9800.0,1603.0,0.089,765.0,3610.0,149.16
0.008,0.78,9800.0,1597.0,0.096,722.0,3459.0,159.19
0.008,0.78,9800.0,1603.0,0.103,687.0,3368.0,167.3
0.008,0.78,9800.0,1597.0,0.102,682.0,3333.0,168.46
0.008,0.78,9800.0,1603.0,0.102,638.0,3162.0,178.58
0.008,0.78,9800.0,1603.0,0.102,598.0,3001.0,187.72
0.008,0.78,9800.0,1587.0,0.113,594.0,3011.0,188.63
0.008,0.97,9800.0,1590.0,0.231,363.0,2198.0,239.59
0.008,0.97,9800.0,1595.0,0.25,310.0,2116.0,250.75
0.008,0.97,9800.0,1595.0,0.267,266.0,2047.0,259.82
0.008,0.97,9800.0,1595.0,0.282,211.0,1932.0,270.88
0.008,0.97,9800.0,1595.0,0.316,159.0,1912.0,281.01
0.008,0.97,9800.0,1590.0,0.325,117.0,1805.0,288.94
0.008,0.97,9800.0,1595.0,0.343,51.0,1670.0,300.85
0.008,1.57,9800.0,1620.0,0.373,216.0,1467.0,269.88
0.008,1.57,9800.0,1620.0,0.391,159.0,1398.0,281.01
0.008,1.57,9800.0,1625.0,0.395,112.0,1317.0,289.86
0.008,1.57,9800.0,1620.0,0.418,34.0,1212.0,303.79
0.008,1.57,9800.0,1601.0,0.302,594.0,2023.0,188.63
0.008,1.57,9800.0,1601.0,0.312,549.0,1960.0,198.8
0.008,1.57,9800.0,1601.0,0.328,489.0,1884.0,212.2
0.008,1.57,9800.0,1601.0,0.326,439.0,1778.0,223.2
0.008,1.57,9800.0,1601.0,0.339,392.0,1717.0,233.39
0.008,1.57,9800.0,1601.0,0.346,344.0,1642.0,243.62
0.008,1.57,9800.0,1601.0,0.355,296.0,1568.0,253.65
0.008,1.57,9800.0,1595.0,0.365,246.0,1490.0,263.88
0.008,1.57,9800.0,1595.0,0.383,196.0,1437.0,273.83
0.008,1.57,9800.0,1601.0,0.424,117.0,1391.0,288.94
0.008,1.57,9800.0,1595.0,0.392,62.0,1186.0,298.91
0.008,1.57,9800.0,1601.0,0.191,1158.0,2868.0,55.68
0.008,1.57,9800.0,1601.0,0.184,1120.0,2772.0,64.8
0.008,1.57,9800.0,1601.0,0.195,1082.0,2727.0,73.92
0.008,1.57,9800.0,1601.0,0.196,1040.0,2643.0,83.98
0.008,1.57,9800.0,1601.0,0.2,1003.0,2577.0,92.82
0.008,1.57,9800.0,1601.0,0.204,969.0,2519.0,100.93
0.008,1.57,9800.0,1601.0,0.207,923.0,2433.0,111.88
0.008,1.57,9800.0,1573.0,0.229,889.0,2383.0,119.95
0.008,1.57,9800.0,1579.0,0.23,838.0,2289.0,132.01
0.008,1.57,9800.0,1590.0,0.243,787.0,2238.0,144.01
0.008,1.57,9800.0,1590.0,0.254,735.0,2163.0,156.16
0.008,1.57,9800.0,1579.0,0.275,682.0,2099.0,168.46
0.008,1.57,9800.0,1590.0,0.284,638.0,2051.0,178.58
0.008,2.44,9800.0,1590.0,0.321,935.0,1766.0,109.03
0.008,2.44,9800.0,1590.0,0.326,889.0,1714.0,119.95
0.008,2.44,9800.0,1590.0,0.333,855.0,1682.0,128.0
0.008,2.44,9800.0,1584.0,0.345,812.0,1641.0,138.13
0.008,2.44,9800.0,1590.0,0.353,765.0,1600.0,149.16
0.008,2.44,9800.0,1590.0,0.357,722.0,1552.0,159.19
0.008,2.44,9800.0,1601.0,0.368,682.0,1531.0,168.46
0.008,2.44,9800.0,1595.0,0.366,638.0,1464.0,178.58
0.008,2.44,9800.0,1584.0,0.378,589.0,1412.0,189.76
0.008,2.44,9800.0,1590.0,0.381,544.0,1365.0,199.93
0.008,2.44,9800.0,1579.0,0.398,503.0,1332.0,209.09
0.008,2.44,9800.0,1590.0,0.393,462.0,1280.0,218.16
0.008,2.44,9800.0,1579.0,0.396,411.0,1210.0,229.29
0.008,2.44,9800.0,1573.0,0.408,363.0,1167.0,239.59
0.008,2.44,9800.0,1584.0,0.403,315.0,1105.0,249.71
0.008,2.44,9800.0,1584.0,0.402,266.0,1040.0,259.82
0.008,2.44,9800.0,1573.0,0.401,211.0,960.0,270.88
0.008,2.44,9800.0,1579.0,0.41,165.0,920.0,279.86
0.008,2.44,9800.0,1590.0,0.422,106.0,871.0,290.97
0.008,2.44,9800.0,1584.0,0.413,57.0,786.0,299.79
0.008,0.78,9800.0,2217.0,-0.066,906.0,4638.0,115.92
0.008,0.78,9800.0,2228.0,-0.048,851.0,4481.0,128.94
0.008,0.78,9800.0,2222.0,-0.038,812.0,4325.0,138.13
0.008,0.78,9800.0,2211.0,-0.051,787.0,4062.0,144.01
0.008,0.78,9800.0,2217.0,-0.019,765.0,4189.0,149.16
0.008,0.78,9800.0,2211.0,-0.007,726.0,4052.0,158.26
0.008,0.78,9800.0,2217.0,-0.003,678.0,3815.0,169.38
0.008,0.78,9800.0,2217.0,0.015,629.0,3679.0,180.64
0.008,0.78,9800.0,2217.0,0.026,585.0,3512.0,190.67
0.008,0.78,9800.0,2217.0,0.049,508.0,3255.0,207.98
0.008,0.78,9800.0,2217.0,0.058,457.0,3038.0,219.26
0.008,0.78,9800.0,2222.0,0.113,335.0,2771.0,245.52
0.008,1.57,9800.0,2223.0,0.122,885.0,2935.0,120.9
0.008,1.57,9800.0,2223.0,0.115,855.0,2825.0,128.0
0.008,1.57,9800.0,2234.0,0.128,812.0,2769.0,138.13
0.008,1.57,9800.0,2239.0,0.129,769.0,2659.0,148.22
0.008,1.57,9800.0,2239.0,0.141,726.0,2582.0,158.26
0.008,1.57,9800.0,2234.0,0.151,673.0,2467.0,170.53
0.008,1.57,9800.0,2223.0,0.164,629.0,2380.0,180.64
0.008,1.57,9800.0,2234.0,0.161,594.0,2278.0,188.63
0.008,1.57,9800.0,2234.0,0.176,549.0,2209.0,198.8
0.008,1.57,9800.0,2234.0,0.188,512.0,2155.0,207.09
0.008,1.57,9800.0,2234.0,0.197,457.0,2032.0,219.26
0.008,1.57,9800.0,2223.0,0.224,411.0,1997.0,229.29
0.008,1.57,9800.0,2223.0,0.231,368.0,1905.0,238.53
0.008,1.57,9800.0,2234.0,0.243,306.0,1784.0,251.58
0.008,1.57,9800.0,2239.0,0.246,266.0,1690.0,259.82
0.008,1.57,9800.0,2228.0,0.272,211.0,1623.0,270.88
0.008,1.57,9800.0,2228.0,0.292,149.0,1524.0,282.92
0.008,1.57,9800.0,2223.0,0.32,79.0,1424.0,295.88
0.008,1.57,9800.0,2195.0,0.1,910.0,2901.0,114.97
0.008,1.57,9800.0,2190.0,0.107,876.0,2825.0,123.03
0.008,1.57,9800.0,2195.0,0.112,834.0,2732.0,132.95
0.008,1.57,9800.0,2190.0,0.123,795.0,2658.0,142.13
0.008,1.57,9800.0,2190.0,0.134,748.0,2567.0,153.13
0.008,1.57,9800.0,2190.0,0.139,700.0,2453.0,164.29
0.008,1.57,9800.0,2190.0,0.139,704.0,2466.0,163.36
0.008,1.57,9800.0,2206.0,0.144,660.0,2383.0,173.53
0.008,1.57,9800.0,2190.0,0.155,611.0,2271.0,184.76
0.008,1.57,9800.0,2195.0,0.163,571.0,2195.0,193.84
0.008,1.57,9800.0,2195.0,0.188,526.0,2163.0,203.96
0.008,1.57,9800.0,2201.0,0.194,480.0,2066.0,214.19
0.008,1.57,9800.0,2201.0,0.204,434.0,1973.0,224.29
0.008,1.57,9800.0,2201.0,0.218,382.0,1884.0,235.54
0.008,1.57,9800.0,2190.0,0.241,325.0,1801.0,247.62
0.008,1.57,9800.0,2190.0,0.248,281.0,1705.0,256.75
0.008,1.57,9800.0,2201.0,0.263,231.0,1631.0,266.89
0.008,1.57,9800.0,2201.0,0.283,170.0,1535.0,278.89
0.008,1.57,9800.0,2201.0,0.299,112.0,1429.0,289.86
0.008,1.57,9800.0,2201.0,0.307,57.0,1303.0,299.79
0.008,2.44,9800.0,2195.0,0.233,620.0,1665.0,182.7
0.008,2.44,9800.0,2190.0,0.245,594.0,1643.0,188.63
0.008,2.44,9800.0,2190.0,0.249,549.0,1573.0,198.8
0.008,2.44,9800.0,2190.0,0.273,503.0,1548.0,209.09
0.008,2.44,9800.0,2190.0,0.283,457.0,1492.0,219.26
0.008,2.44,9800.0,2190.0,0.292,406.0,1422.0,230.37
0.008,2.44,9800.0,2179.0,0.309,354.0,1365.0,241.5
0.008,2.44,9800.0,2201.0,0.314,310.0,1305.0,250.75
0.008,2.44,9800.0,2190.0,0.324,261.0,1236.0,260.84
0.008,2.44,9800.0,2190.0,0.325,211.0,1160.0,270.88
0.008,2.44,9800.0,2179.0,0.332,154.0,1071.0,281.97
0.008,2.44,9800.0,2190.0,0.332,154.0,1071.0,281.97
0.008,3.49,9810.0,2004.0,0.306,1083.0,1661.0,73.78
0.008,3.49,9810.0,2004.0,0.296,1016.0,1572.0,89.82
0.008,3.49,9810.0,2004.0,0.303,957.0,1516.0,103.9
0.008,3.49,9810.0,2004.0,0.322,872.0,1449.0,124.08
0.008,3.49,9810.0,2004.0,0.336,804.0,1395.0,140.12
0.008,3.49,9810.0,2004.0,0.36,713.0,1329.0,161.38
0.008,3.49,9810.0,2004.0,0.376,625.0,1256.0,181.66
0.008,3.49,9810.0,2004.0,0.382,540.0,1170.0,200.92
0.008,3.49,9810.0,2004.0,0.398,439.0,1083.0,223.3
0.008,3.49,9810.0,2004.0,0.414,340.0,998.0,244.55
0.008,3.49,9810.0,2004.0,0.424,247.0,909.0,263.76
0.008,3.49,9810.0,2004.0,0.421,160.0,807.0,280.9
0.008,3.49,9810.0,2004.0,0.434,40.0,691.0,302.84
0.008,3.49,9810.0,2004.0,0.292,1049.0,1603.0,81.92
0.008,3.49,9810.0,2004.0,0.298,995.0,1551.0,94.83
0.008,3.49,9810.0,2004.0,0.315,889.0,1458.0,120.05
0.008,3.49,9810.0,2004.0,0.333,834.0,1424.0,133.06
0.008,3.49,9810.0,2004.0,0.34,757.0,1348.0,151.13
0.008,3.49,9810.0,2004.0,0.35,665.0,1262.0,172.48
0.008,3.49,9810.0,2004.0,0.357,585.0,1183.0,190.77
0.008,3.49,9810.0,2004.0,0.369,504.0,1111.0,208.97
0.008,3.49,9810.0,2004.0,0.379,411.0,1024.0,229.38
0.008,3.49,9810.0,2004.0,0.371,321.0,911.0,248.54
0.008,3.49,9810.0,2004.0,0.385,242.0,845.0,264.77
0.008,3.49,9810.0,2004.0,0.408,139.0,764.0,284.9
0.008,3.49,9810.0,2004.0,0.397,51.0,648.0,300.92
0.008,0.78,9800.0,2695.0,-0.019,643.0,4271.0,177.44
0.008,0.78,9800.0,2684.0,-0.002,598.0,4109.0,187.72
0.008,0.78,9800.0,2695.0,0.008,544.0,3845.0,199.93
0.008,0.78,9800.0,2673.0,0.028,476.0,3530.0,215.08
0.008,0.78,9800.0,2668.0,0.044,425.0,3322.0,226.25
0.008,0.78,9800.0,2695.0,0.062,368.0,3140.0,238.53
0.008,0.78,9800.0,2695.0,0.08,320.0,2972.0,248.66
0.008,1.57,9800.0,2690.0,0.05,885.0,3243.0,120.9
0.008,1.57,9800.0,2690.0,0.055,855.0,3162.0,128.0
0.008,1.57,9800.0,2679.0,0.063,817.0,3055.0,136.96
0.008,1.57,9800.0,2679.0,0.071,769.0,2931.0,148.22
0.008,1.57,9800.0,2690.0,0.075,726.0,2815.0,158.26
0.008,1.57,9800.0,2690.0,0.089,682.0,2727.0,168.46
0.008,1.57,9800.0,2696.0,0.096,682.0,2764.0,168.46
0.008,1.57,9800.0,2718.0,0.103,638.0,2668.0,178.58
0.008,1.57,9800.0,2696.0,0.104,594.0,2504.0,188.63
0.008,1.57,9800.0,2696.0,0.111,549.0,2380.0,198.8
0.008,1.57,9800.0,2696.0,0.122,503.0,2276.0,209.09
0.008,1.57,9800.0,2696.0,0.134,457.0,2175.0,219.26
0.008,1.57,9800.0,2718.0,0.143,411.0,2077.0,229.29
0.008,1.57,9800.0,2696.0,0.159,363.0,1975.0,239.59
0.008,1.57,9800.0,2718.0,0.178,315.0,1915.0,249.71
0.008,1.57,9800.0,2707.0,0.192,266.0,1801.0,259.82
0.008,1.57,9800.0,2696.0,0.207,216.0,1692.0,269.88
0.008,1.57,9800.0,2690.0,0.227,165.0,1604.0,279.86
0.008,1.57,9800.0,2685.0,0.244,117.0,1513.0,288.94
0.008,1.57,9800.0,2718.0,0.231,57.0,1260.0,299.79
0.008,1.6,9800.0,2668.0,0.103,629.0,2552.0,180.64
0.008,1.6,9800.0,2701.0,0.099,607.0,2490.0,185.67
0.008,1.6,9800.0,2685.0,0.109,571.0,2402.0,193.84
0.008,1.6,9800.0,2679.0,0.117,521.0,2266.0,205.08
0.008,1.6,9800.0,2679.0,0.13,476.0,2173.0,215.08
0.008,1.6,9800.0,2679.0,0.136,434.0,2061.0,224.29
0.008,1.6,9800.0,2679.0,0.156,382.0,1979.0,235.54
0.008,1.6,9800.0,2685.0,0.174,330.0,1892.0,246.57
0.008,1.6,9800.0,2679.0,0.188,266.0,1738.0,259.82
0.008,1.6,9800.0,2707.0,0.202,216.0,1651.0,269.88
0.008,1.6,9800.0,2696.0,0.219,165.0,1544.0,279.86
0.008,1.6,9800.0,2696.0,0.239,112.0,1456.0,289.86
0.008,1.6,9800.0,2696.0,0.265,57.0,1384.0,299.79
0.008,2.54,9800.0,2707.0,0.201,512.0,1657.0,207.09
0.008,2.54,9800.0,2696.0,0.214,457.0,1571.0,219.26
0.008,2.54,9800.0,2707.0,0.22,420.0,1516.0,227.34
0.008,2.54,9800.0,2718.0,0.237,363.0,1451.0,239.59
0.008,2.54,9800.0,2718.0,0.244,330.0,1401.0,246.57
0.008,2.54,9800.0,2718.0,0.266,226.0,1243.0,267.89
0.008,2.54,9800.0,2718.0,0.266,226.0,1243.0,267.89
0.008,2.54,9800.0,2718.0,0.282,165.0,1158.0,279.86
0.008,2.54,9800.0,2685.0,0.302,112.0,1087.0,289.86
0.008,2.54,9800.0,2740.0,0.303,68.0,1016.0,297.85
0.008,5.03,9800.0,2715.0,0.313,411.0,890.0,229.29
0.008,5.03,9800.0,2693.0,0.316,411.0,886.0,229.29
0.008,5.03,9800.0,2742.0,0.31,368.0,848.0,238.53
0.008,5.03,9800.0,2693.0,0.319,363.0,841.0,239.59
0.008,5.03,9800.0,2720.0,0.321,306.0,791.0,251.58
0.008,5.03,9800.0,2693.0,0.319,315.0,791.0,249.71
0.008,5.03,9800.0,2698.0,0.319,266.0,740.0,259.82
0.008,5.03,9800.0,2720.0,0.321,251.0,734.0,262.87
0.008,5.03,9800.0,2682.0,0.336,211.0,701.0,270.88
0.008,5.03,9800.0,2720.0,0.336,180.0,678.0,276.96
0.008,5.03,9800.0,2693.0,0.329,165.0,644.0,279.86
0.008,5.03,9800.0,2698.0,0.344,122.0,622.0,288.0
0.008,5.03,9800.0,2709.0,0.34,117.0,613.0,288.94
0.008,0.78,9800.0,3233.0,-0.01,512.0,4149.0,207.09
0.008,0.78,9800.0,3179.0,0.005,480.0,3987.0,214.19
0.008,0.78,9800.0,3179.0,0.014,434.0,3713.0,224.29
0.008,0.78,9800.0,3195.0,0.029,387.0,3510.0,234.46
0.008,0.78,9800.0,3173.0,0.047,325.0,3185.0,247.62
0.008,0.78,9800.0,3195.0,0.059,281.0,2972.0,256.75
0.008,1.57,9800.0,3234.0,0.072,594.0,2812.0,188.63
0.008,1.57,9800.0,3234.0,0.087,540.0,2677.0,200.83
0.008,1.57,9800.0,3234.0,0.086,503.0,2523.0,209.09
0.008,1.57,9800.0,3250.0,0.098,457.0,2416.0,219.26
0.008,1.57,9800.0,3250.0,0.116,411.0,2326.0,229.29
0.008,1.57,9800.0,3250.0,0.122,349.0,2109.0,242.56
0.008,1.57,9800.0,3250.0,0.135,315.0,2040.0,249.71
0.008,1.57,9800.0,3222.0,0.15,266.0,1905.0,259.82
0.008,1.57,9800.0,3234.0,0.166,216.0,1795.0,269.88
0.008,1.57,9800.0,3250.0,0.174,165.0,1636.0,279.86
0.008,1.57,9800.0,3261.0,0.212,84.0,1516.0,294.98
0.008,1.57,9800.0,3234.0,0.23,34.0,1388.0,303.79
0.008,1.57,9800.0,3169.0,0.044,752.0,3253.0,152.2
0.008,1.57,9800.0,3196.0,0.044,726.0,3174.0,158.26
0.008,1.57,9800.0,3185.0,0.056,638.0,2876.0,178.58
0.008,1.57,9800.0,3185.0,0.06,594.0,2719.0,188.63
0.008,1.57,9800.0,3185.0,0.066,549.0,2572.0,198.8
0.008,1.57,9800.0,3169.0,0.082,508.0,2479.0,207.98
0.008,1.57,9800.0,3169.0,0.094,453.0,2324.0,220.14
0.008,1.57,9800.0,3196.0,0.098,439.0,2314.0,223.2
0.008,1.57,9800.0,3169.0,0.107,411.0,2228.0,229.29
0.008,1.57,9800.0,3180.0,0.117,363.0,2102.0,239.59
0.008,1.57,9800.0,3169.0,0.131,315.0,1975.0,249.71
0.008,1.57,9800.0,3180.0,0.149,266.0,1884.0,259.82
0.008,1.57,9800.0,3180.0,0.161,211.0,1725.0,270.88
0.008,1.57,9800.0,3191.0,0.176,165.0,1626.0,279.86
0.008,1.57,9800.0,3169.0,0.2,117.0,1550.0,288.94
0.008,1.57,9800.0,3180.0,0.224,57.0,1437.0,299.79
0.008,5.03,9800.0,3201.0,0.3,320.0,913.0,248.66
0.008,5.03,9800.0,3201.0,0.307,271.0,863.0,258.8
0.008,5.03,9800.0,3201.0,0.314,226.0,819.0,267.89
0.008,5.03,9800.0,3207.0,0.328,159.0,760.0,281.01
0.008,5.03,9800.0,3190.0,0.342,122.0,732.0,288.0
0.008,5.03,9800.0,3201.0,0.353,79.0,696.0,295.88
0.008,0.78,9800.0,3972.0,-0.041,480.0,4318.0,214.19
0.008,0.78,9800.0,3988.0,-0.026,443.0,4163.0,222.33
0.008,0.78,9800.0,3999.0,-0.014,406.0,3961.0,230.37
0.008,0.78,9800.0,3999.0,0.01,339.0,3610.0,244.67
0.008,0.78,9800.0,4004.0,0.025,276.0,3177.0,257.77
0.008,0.78,9800.0,3966.0,0.046,226.0,2926.0,267.89
0.008,0.97,9800.0,4000.0,0.046,296.0,2952.0,253.65
0.008,0.97,9800.0,3989.0,0.056,266.0,2804.0,259.82
0.008,0.97,9800.0,3994.0,0.074,216.0,2600.0,269.88
0.008,0.97,9800.0,3978.0,0.089,144.0,2162.0,283.87
0.008,0.97,9800.0,4005.0,0.109,95.0,1985.0,292.98
0.008,0.97,9800.0,3961.0,0.131,45.0,1793.0,301.89
0.008,1.57,9800.0,4015.0,0.074,457.0,2820.0,219.26
0.008,1.57,9800.0,4010.0,0.077,411.0,2608.0,229.29
0.008,1.57,9800.0,4027.0,0.079,359.0,2367.0,240.44
0.008,1.57,9800.0,3999.0,0.092,310.0,2193.0,250.75
0.008,1.57,9800.0,3999.0,0.102,266.0,2045.0,259.82
0.008,1.57,9800.0,4021.0,0.124,206.0,1894.0,271.87
