,D,L,P,G,Xchf,DHin,CHF,Tin,L/D
22308,0.00545,2.511,7040000.0,4284.6,0.315,6000.0,1114300.0,558.25,460.73394495412845
22309,0.00545,2.511,7040000.0,4308.6,0.305,155000.0,1433200.0,529.11,460.73394495412845
22310,0.00545,2.511,7040000.0,4352.4,0.287,316000.0,1762800.0,495.06999999999994,460.73394495412845
22311,0.00545,2.511,7050000.0,5818.0,0.277,144000.0,1768100.0,531.46,460.73394495412845
22312,0.00545,2.511,7010000.0,5998.2,0.309,25000.0,1592200.0,554.4,460.73394495412845
22313,0.00545,2.511,7000000.0,6016.2,0.251,301000.0,2215800.0,497.89,460.73394495412845
22314,0.00545,2.511,7040000.0,6758.2,0.306,15000.0,1740800.0,556.5799999999999,460.73394495412845
22315,0.00545,2.511,7040000.0,6978.7,0.22,305000.0,2407200.0,497.46,460.73394495412845
22316,0.00545,2.511,7030000.0,7043.9,0.268,155000.0,2132200.0,529.01,460.73394495412845
22317,0.00545,2.511,5030000.0,4364.4,0.337,104000.0,1553600.0,516.26,460.73394495412845
22318,0.00545,2.511,5030000.0,5959.6,0.298,93000.0,1880500.0,518.55,460.73394495412845
22319,0.008,0.75,1001000.0,1019.0,0.497,274000.0,3400000.0,389.45,93.75
22320,0.008,0.75,998000.0,1005.0,0.532,190000.0,3314000.0,409.06999999999994,93.75
22321,0.008,0.75,996000.0,1003.0,0.563,108000.0,3249000.0,428.08,93.75
22322,0.008,0.75,996000.0,994.0,0.562,29000.0,3000000.0,446.25,93.75
22323,0.008,0.75,2977000.0,1011.0,0.454,367000.0,3178000.0,424.45,93.75
22324,0.008,0.75,2980000.0,1000.0,0.524,284000.0,3258000.0,443.67999999999995,93.75
22325,0.008,0.75,2980000.0,1009.0,0.535,195000.0,3098000.0,463.90999999999997,93.75
22326,0.008,0.75,2977000.0,988.0,0.571,108000.0,2975000.0,483.21999999999997,93.75
22327,0.008,0.75,2978000.0,1027.0,0.544,17000.0,2706000.0,502.98,93.75
22328,0.008,0.75,2987000.0,2017.0,0.219,371000.0,4079000.0,423.73,93.75
22329,0.008,0.75,2993000.0,2017.0,0.243,289000.0,3864000.0,442.78999999999996,93.75
22330,0.008,0.75,2993000.0,2028.0,0.261,195000.0,3547000.0,464.15999999999997,93.75
22331,0.008,0.75,2982000.0,2019.0,0.285,104000.0,3263000.0,484.2,93.75
22332,0.008,0.75,2978000.0,2014.0,0.316,21000.0,3104000.0,502.12,93.75
22333,0.008,0.75,2997000.0,3023.0,0.161,291000.0,4600000.0,442.40999999999997,93.75
22334,0.008,0.75,3001000.0,2986.0,0.181,203000.0,4108000.0,462.52,93.75
22335,0.008,0.75,2993000.0,3024.0,0.196,118000.0,3682000.0,481.33,93.75
22336,0.008,0.75,3000000.0,2991.0,0.227,33000.0,3382000.0,499.96,93.75
22337,0.008,0.75,3002000.0,4049.0,0.156,121000.0,4135000.0,480.84,93.75
22338,0.008,1.0,539000.0,1010.0,0.408,402000.0,2437000.0,332.85999999999996,125.0
22339,0.008,1.0,525000.0,997.0,0.4,396000.0,2363000.0,333.26,125.0
22340,0.008,1.0,531000.0,1004.0,0.422,315000.0,2308000.0,353.03999999999996,125.0
22341,0.008,1.0,1002000.0,1002.0,0.397,442000.0,2447000.0,349.59999999999997,125.0
22342,0.008,1.0,1001000.0,997.0,0.433,357000.0,2404000.0,369.78999999999996,125.0
22343,0.008,1.0,1002000.0,1000.0,0.459,279000.0,2360000.0,388.32,125.0
22344,0.008,1.0,999000.0,1004.0,0.484,200000.0,2303000.0,406.77,125.0
22345,0.008,1.0,998000.0,997.0,0.494,113000.0,2152000.0,427.01,125.0
22346,0.008,1.0,999000.0,989.0,0.51,23000.0,2019000.0,447.75,125.0
22347,0.008,1.0,1003000.0,1987.0,0.296,468000.0,4045000.0,343.44,125.0
22348,0.008,1.0,1009000.0,2004.0,0.279,464000.0,3946000.0,344.66999999999996,125.0
22349,0.008,1.0,1976000.0,995.0,0.563,363000.0,2820000.0,402.02,125.0
22350,0.008,1.0,1976000.0,999.0,0.588,275000.0,2752000.0,422.59,125.0
22351,0.008,1.0,1976000.0,994.0,0.594,192000.0,2593000.0,441.77,125.0
22352,0.008,1.0,1978000.0,1005.0,0.605,107000.0,2493000.0,461.15999999999997,125.0
22353,0.008,1.0,1972000.0,995.0,0.613,23000.0,2327000.0,479.76,125.0
22354,0.008,1.0,1987000.0,2014.0,0.33,369000.0,3921000.0,400.9,125.0
22355,0.008,1.0,1988000.0,1977.0,0.357,300000.0,3773000.0,417.09,125.0
22356,0.008,1.0,1985000.0,1997.0,0.376,210000.0,3580000.0,437.87,125.0
22357,0.008,1.0,1985000.0,1986.0,0.392,127000.0,3344000.0,456.83,125.0
22358,0.008,1.0,1985000.0,2014.0,0.394,39000.0,3041000.0,476.54999999999995,125.0
22359,0.008,1.0,2001000.0,3025.0,0.221,375000.0,4647000.0,399.87,125.0
22360,0.008,1.0,2004000.0,3033.0,0.238,297000.0,4367000.0,418.21999999999997,125.0
22361,0.008,1.0,2010000.0,3020.0,0.271,218000.0,4215000.0,436.68999999999994,125.0
22362,0.008,1.0,2016000.0,4038.0,0.159,382000.0,5265000.0,398.63,125.0
22363,0.008,1.0,2974000.0,1001.0,0.565,369000.0,2763000.0,423.92999999999995,125.0
22364,0.008,1.0,2977000.0,989.0,0.603,289000.0,2702000.0,442.46999999999997,125.0
22365,0.008,1.0,2970000.0,1008.0,0.606,200000.0,2587000.0,462.59,125.0
22366,0.008,1.0,2971000.0,991.0,0.62,116000.0,2424000.0,481.34,125.0
22367,0.008,1.0,2972000.0,1003.0,0.631,24000.0,2306000.0,501.37,125.0
22368,0.008,1.0,2977000.0,2008.0,0.303,375000.0,3660000.0,422.59,125.0
22369,0.008,1.0,2979000.0,2020.0,0.329,290000.0,3519000.0,442.28,125.0
22370,0.008,1.0,2980000.0,2016.0,0.357,203000.0,3353000.0,462.11,125.0
22371,0.008,1.0,2978000.0,2000.0,0.389,113000.0,3189000.0,482.14,125.0
22372,0.008,1.0,2976000.0,2013.0,0.397,32000.0,2938000.0,499.73,125.0
22373,0.008,1.0,2990000.0,3012.0,0.188,380000.0,4260000.0,421.68999999999994,125.0
22374,0.008,1.0,2988000.0,3010.0,0.212,294000.0,3991000.0,441.54999999999995,125.0
22375,0.008,1.0,2987000.0,3015.0,0.235,210000.0,3722000.0,460.65999999999997,125.0
22376,0.008,1.0,2994000.0,2998.0,0.268,120000.0,3494000.0,480.90999999999997,125.0
22377,0.008,1.0,2997000.0,2972.0,0.303,34000.0,3301000.0,499.68999999999994,125.0
22378,0.008,1.0,3009000.0,4032.0,0.126,380000.0,4773000.0,422.08,125.0
22379,0.008,1.0,3012000.0,4029.0,0.144,298000.0,4358000.0,441.11,125.0
22380,0.008,1.0,3008000.0,4032.0,0.169,207000.0,3963000.0,461.75,125.0
22381,0.008,1.0,3007000.0,6067.0,0.046,384000.0,5483000.0,421.09999999999997,125.0
22382,0.008,1.0,3002000.0,6082.0,0.07,301000.0,4945000.0,440.21999999999997,125.0
22383,0.008,1.4,993000.0,995.0,0.488,406000.0,1936000.0,357.77,174.99999999999997
22384,0.008,1.4,995000.0,1026.0,0.505,325000.0,1923000.0,377.12,174.99999999999997
22385,0.008,1.4,996000.0,1017.0,0.499,244000.0,1772000.0,396.29999999999995,174.99999999999997
22386,0.008,1.4,999000.0,995.0,0.569,167000.0,1819000.0,414.49,174.99999999999997
22387,0.008,1.4,997000.0,999.0,0.572,77000.0,1706000.0,435.28,174.99999999999997
22388,0.008,1.4,2978000.0,1002.0,0.593,421000.0,2119000.0,411.88,174.99999999999997
22389,0.008,1.4,2984000.0,998.0,0.606,337000.0,2023000.0,431.54999999999995,174.99999999999997
22390,0.008,1.4,2983000.0,1011.0,0.608,254000.0,1935000.0,450.59999999999997,174.99999999999997
22391,0.008,1.4,2979000.0,1014.0,0.605,169000.0,1808000.0,469.71999999999997,174.99999999999997
22392,0.008,1.4,2983000.0,1009.0,0.609,75000.0,1671000.0,490.55999999999995,174.99999999999997
22393,0.008,1.4,2993000.0,2008.0,0.347,422000.0,2966000.0,411.95,174.99999999999997
22394,0.008,1.4,2992000.0,2021.0,0.366,339000.0,2840000.0,431.25,174.99999999999997
22395,0.008,1.4,2991000.0,2001.0,0.383,256000.0,2660000.0,450.29999999999995,174.99999999999997
22396,0.008,1.4,2989000.0,2001.0,0.393,168000.0,2452000.0,470.14,174.99999999999997
22397,0.008,1.4,2987000.0,1991.0,0.409,78000.0,2264000.0,489.99,174.99999999999997
22398,0.008,1.4,2982000.0,4052.0,0.159,428000.0,4024000.0,410.31999999999994,174.99999999999997
22399,0.008,1.4,2989000.0,4034.0,0.187,345000.0,3797000.0,429.79999999999995,174.99999999999997
22400,0.008,1.4,2991000.0,3995.0,0.214,267000.0,3572000.0,447.78999999999996,174.99999999999997
22401,0.008,1.4,2975000.0,6060.0,0.067,436000.0,4642000.0,408.29999999999995,174.99999999999997
22402,0.008,1.8,996000.0,1032.0,0.513,353000.0,1551000.0,370.52,225.0
22403,0.008,1.8,1002000.0,1021.0,0.527,345000.0,1556000.0,372.69,225.0
22404,0.008,1.8,998000.0,997.0,0.536,292000.0,1481000.0,385.05999999999995,225.0
22405,0.008,1.8,995000.0,1003.0,0.543,219000.0,1424000.0,402.14,225.0
22406,0.008,1.8,996000.0,1005.0,0.542,165000.0,1365000.0,414.83,225.0
22407,0.008,1.8,995000.0,1008.0,0.542,100000.0,1294000.0,429.88,225.0
22408,0.008,1.8,996000.0,999.0,0.548,39000.0,1228000.0,443.96,225.0
22409,0.008,1.8,998000.0,1008.0,0.558,28000.0,1247000.0,446.56999999999994,225.0
22410,0.008,1.8,1996000.0,1011.0,0.62,453000.0,1809000.0,381.32,225.0
22411,0.008,1.8,1999000.0,1007.0,0.615,370000.0,1700000.0,400.99,225.0
22412,0.008,1.8,1998000.0,1002.0,0.642,286000.0,1654000.0,420.63,225.0
22413,0.008,1.8,1997000.0,1005.0,0.65,203000.0,1582000.0,439.79999999999995,225.0
22414,0.008,1.8,1996000.0,1012.0,0.658,106000.0,1499000.0,461.86,225.0
22415,0.008,1.8,1998000.0,1010.0,0.66,26000.0,1409000.0,479.76,225.0
22416,0.008,1.8,2006000.0,2000.0,0.412,468000.0,2707000.0,378.03999999999996,225.0
22417,0.008,1.8,2008000.0,2010.0,0.42,383000.0,2562000.0,398.17999999999995,225.0
22418,0.008,1.8,2008000.0,2015.0,0.431,304000.0,2435000.0,416.7,225.0
22419,0.008,1.8,2007000.0,2009.0,0.437,218000.0,2258000.0,436.61,225.0
22420,0.008,1.8,2006000.0,2006.0,0.449,125000.0,2091000.0,457.83,225.0
22421,0.008,1.8,1995000.0,1996.0,0.448,45000.0,1892000.0,475.48,225.0
22422,0.008,1.8,2977000.0,1010.0,0.623,444000.0,1746000.0,406.46,225.0
22423,0.008,1.8,2984000.0,1000.0,0.61,440000.0,1699000.0,407.54999999999995,225.0
22424,0.008,1.8,2991000.0,1004.0,0.649,428000.0,1770000.0,410.5,225.0
22425,0.008,1.8,2985000.0,1002.0,0.628,377000.0,1667000.0,422.28999999999996,225.0
22426,0.008,1.8,2984000.0,999.0,0.665,294000.0,1644000.0,441.46999999999997,225.0
22427,0.008,1.8,2984000.0,1014.0,0.658,251000.0,1605000.0,451.29999999999995,225.0
22428,0.008,1.8,2983000.0,996.0,0.669,166000.0,1503000.0,470.46999999999997,225.0
22429,0.008,1.8,2993000.0,1014.0,0.698,115000.0,1531000.0,481.99,225.0
22430,0.008,1.8,2975000.0,1006.0,0.681,106000.0,1475000.0,483.62,225.0
22431,0.008,1.8,2983000.0,998.0,0.685,99000.0,1464000.0,485.31999999999994,225.0
22432,0.008,1.8,2981000.0,1997.0,0.401,451000.0,2567000.0,404.9,225.0
22433,0.008,1.8,2991000.0,2009.0,0.387,450000.0,2524000.0,405.34,225.0
22434,0.008,1.8,2996000.0,1997.0,0.418,446000.0,2622000.0,406.38,225.0
22435,0.008,1.8,2992000.0,2018.0,0.391,386000.0,2408000.0,420.34,225.0
22436,0.008,1.8,2990000.0,2016.0,0.399,302000.0,2249000.0,439.75,225.0
22437,0.008,1.8,2992000.0,2000.0,0.416,259000.0,2200000.0,449.64,225.0
22438,0.008,1.8,2995000.0,1994.0,0.428,171000.0,2041000.0,469.59,225.0
22439,0.008,1.8,2995000.0,2006.0,0.469,118000.0,2093000.0,481.37,225.0
22440,0.008,1.8,2992000.0,2013.0,0.436,109000.0,1950000.0,483.28999999999996,225.0
22441,0.008,1.8,2981000.0,1985.0,0.454,107000.0,1991000.0,483.52,225.0
22442,0.008,1.8,3005000.0,3013.0,0.297,451000.0,3226000.0,405.39,225.0
22443,0.008,1.8,3004000.0,3019.0,0.31,394000.0,3118000.0,418.71,225.0
22444,0.008,1.8,3000000.0,3020.0,0.331,286000.0,2867000.0,443.62,225.0
22445,0.008,1.8,3000000.0,3010.0,0.342,176000.0,2553000.0,468.56999999999994,225.0
22446,0.008,1.8,3003000.0,3029.0,0.352,128000.0,2456000.0,479.30999999999995,225.0
22447,0.008,1.8,3006000.0,3020.0,0.361,45000.0,2216000.0,497.5,225.0
22448,0.008,1.8,3014000.0,4032.0,0.249,349000.0,3437000.0,429.38,225.0
22449,0.008,1.8,3016000.0,4042.0,0.269,271000.0,3242000.0,447.37,225.0
22450,0.008,2.5,1011000.0,1003.0,0.561,378000.0,1177000.0,365.25,312.5
22451,0.008,2.5,1010000.0,1006.0,0.568,288000.0,1119000.0,386.54999999999995,312.5
22452,0.008,2.5,1010000.0,1003.0,0.569,210000.0,1054000.0,404.91999999999996,312.5
22453,0.008,2.5,1008000.0,996.0,0.553,128000.0,958000.0,423.96999999999997,312.5
22454,0.008,2.5,1007000.0,1024.0,0.548,125000.0,973000.0,424.62,312.5
22455,0.008,2.5,1004000.0,995.0,0.559,43000.0,897000.0,443.4,312.5
22456,0.008,2.5,2982000.0,1002.0,0.706,390000.0,1323000.0,419.2,312.5
22457,0.008,2.5,2980000.0,991.0,0.737,301000.0,1281000.0,439.78,312.5
22458,0.008,2.5,2982000.0,1002.0,0.73,208000.0,1210000.0,461.02,312.5
22459,0.008,2.5,2980000.0,1009.0,0.734,123000.0,1155000.0,479.96999999999997,312.5
22460,0.008,2.5,2979000.0,994.0,0.754,32000.0,1092000.0,499.78999999999996,312.5
22461,0.008,2.5,2986000.0,2008.0,0.466,392000.0,1944000.0,418.80999999999995,312.5
22462,0.008,2.5,2987000.0,2012.0,0.477,308000.0,1839000.0,438.30999999999995,312.5
22463,0.008,2.5,2988000.0,2021.0,0.481,221000.0,1718000.0,458.2,312.5
22464,0.008,2.5,2985000.0,2012.0,0.483,127000.0,1563000.0,479.18999999999994,312.5
22465,0.008,2.5,2988000.0,2001.0,0.486,36000.0,1413000.0,499.09999999999997,312.5
22466,0.008,2.5,3002000.0,4039.0,0.296,410000.0,2923000.0,414.93999999999994,312.5
22467,0.008,2.5,3001000.0,4040.0,0.304,326000.0,2686000.0,434.43999999999994,312.5
22468,0.008,3.5,1003000.0,1006.0,0.515,391000.0,796000.0,361.79999999999995,437.5
22469,0.008,3.5,1000000.0,1002.0,0.513,292000.0,735000.0,385.15,437.5
22470,0.008,3.5,1000000.0,997.0,0.521,213000.0,694000.0,403.77,437.5
22471,0.008,3.5,1000000.0,1001.0,0.522,136000.0,653000.0,421.76,437.5
22472,0.008,3.5,999000.0,1011.0,0.518,48000.0,603000.0,442.03,437.5
22473,0.008,3.5,1980000.0,1002.0,0.627,469000.0,936000.0,377.09,437.5
22474,0.008,3.5,1981000.0,1004.0,0.628,379000.0,887000.0,398.39,437.5
22475,0.008,3.5,1981000.0,995.0,0.655,300000.0,863000.0,416.9,437.5
22476,0.008,3.5,1983000.0,997.0,0.66,210000.0,818000.0,437.81999999999994,437.5
22477,0.008,3.5,1979000.0,1009.0,0.656,122000.0,772000.0,457.79999999999995,437.5
22478,0.008,3.5,1980000.0,1018.0,0.653,33000.0,723000.0,477.75,437.5
22479,0.008,3.5,1988000.0,1983.0,0.428,480000.0,1418000.0,374.7,437.5
22480,0.008,3.5,1988000.0,2017.0,0.43,396000.0,1348000.0,394.57,437.5
22481,0.008,3.5,1989000.0,1978.0,0.435,316000.0,1242000.0,413.38,437.5
22482,0.008,3.5,1990000.0,1989.0,0.431,230000.0,1140000.0,433.4,437.5
22483,0.008,3.5,1992000.0,2017.0,0.43,142000.0,1049000.0,453.61,437.5
22484,0.008,3.5,2999000.0,1001.0,0.676,474000.0,959000.0,399.85999999999996,437.5
22485,0.008,3.5,2999000.0,1002.0,0.707,380000.0,937000.0,421.87,437.5
22486,0.008,3.5,3000000.0,994.0,0.71,298000.0,886000.0,440.87,437.5
22487,0.008,3.5,2999000.0,989.0,0.749,204000.0,867000.0,462.25,437.5
22488,0.008,3.5,3000000.0,1004.0,0.746,134000.0,836000.0,477.91999999999996,437.5
22489,0.008,3.5,3002000.0,991.0,0.752,42000.0,779000.0,498.06999999999994,437.5
22490,0.008,3.5,2998000.0,997.0,0.761,33000.0,787000.0,499.92999999999995,437.5
22491,0.008,3.5,3003000.0,2004.0,0.459,478000.0,1466000.0,399.0,437.5
22492,0.008,3.5,3003000.0,2008.0,0.454,395000.0,1362000.0,418.46,437.5
22493,0.008,3.5,3003000.0,2010.0,0.481,310000.0,1319000.0,438.16999999999996,437.5
22494,0.008,3.5,3003000.0,2022.0,0.476,221000.0,1212000.0,458.49,437.5
22495,0.008,3.5,2984000.0,1993.0,0.479,138000.0,1106000.0,476.73,437.5
22496,0.008,3.5,3000000.0,2004.0,0.472,63000.0,1008000.0,493.49,437.5
22497,0.008,3.5,2984000.0,2017.0,0.479,54000.0,1019000.0,495.14,437.5
22498,0.008,3.5,2985000.0,2006.0,0.488,49000.0,1025000.0,496.24,437.5
22499,0.008,3.5,3002000.0,2005.0,0.483,50000.0,1015000.0,496.34,437.5
22500,0.008,3.5,3005000.0,2013.0,0.478,50000.0,1009000.0,496.4,437.5
22501,0.008,3.5,2983000.0,1998.0,0.492,34000.0,1010000.0,499.42999999999995,437.5
22502,0.008,3.5,3008000.0,3023.0,0.349,409000.0,1734000.0,415.28999999999996,437.5
22503,0.008,3.5,3009000.0,3000.0,0.371,325000.0,1638000.0,434.83,437.5
22504,0.008,3.5,3008000.0,3023.0,0.376,238000.0,1511000.0,454.74,437.5
22505,0.008,3.5,3998000.0,1983.0,0.502,331000.0,1331000.0,451.28,437.5
22506,0.008,3.5,3999000.0,2009.0,0.503,202000.0,1200000.0,480.28999999999996,437.5
22507,0.008,3.5,3991000.0,2005.0,0.515,57000.0,1052000.0,511.52,437.5
22508,0.008,3.5,3999000.0,1992.0,0.514,43000.0,1027000.0,514.5799999999999,437.5
22509,0.008,3.5,4000000.0,2015.0,0.515,43000.0,1040000.0,514.5899999999999,437.5
22510,0.008,3.5,3996000.0,2043.0,0.496,28000.0,1000000.0,517.66,437.5
22511,0.008,3.5,4005000.0,4035.0,0.32,337000.0,1966000.0,450.02,437.5
22512,0.008,3.5,4007000.0,4044.0,0.331,219000.0,1734000.0,476.65,437.5
22518,0.004,0.4,107000.0,2204.4,0.2875,344753.0,5469000.0,292.34999999999997,100.0
22519,0.005,0.4,107000.0,2166.2,0.1976,344865.0,5347000.0,292.34999999999997,80.0
22527,0.0157,2.44,424000.0,7830.0,0.0947,244833.0,5620000.0,361.15,155.4140127388535
22528,0.0157,2.44,1043000.0,3468.0,0.3225,51417.0,3900000.0,443.15,155.4140127388535
22529,0.0157,2.44,1043000.0,2843.0,0.3457,64501.00000000001,3470000.0,440.15,155.4140127388535
22530,0.0157,2.44,1026000.0,2312.0,0.4155,43877.0,3270000.0,444.15,155.4140127388535
22531,0.0157,2.44,1027000.0,2187.0,0.3264,250519.0,3190000.0,396.15,155.4140127388535
22532,0.0157,2.44,415000.0,2858.0,0.2454,119139.0,2950000.0,390.15,155.4140127388535
22533,0.0157,2.44,399000.0,2378.0,0.3074,91825.0,2860000.0,395.15,155.4140127388535
22534,0.0157,2.44,362000.0,1456.0,0.4348,62491.0,2330000.0,398.54999999999995,155.4140127388535
22535,0.0157,2.44,1024000.0,1825.0,0.2905,454769.0,3050000.0,347.54999999999995,155.4140127388535
22536,0.0157,2.44,1008000.0,5050.0,0.0984,419878.0,5020000.0,355.15,155.4140127388535
22537,0.0157,2.44,1004000.0,6144.0,0.2024,37528.0,4400000.0,444.65,155.4140127388535
22538,0.0157,2.44,1060000.0,4091.0,0.1548,446349.0,4980000.0,351.15,155.4140127388535
22539,0.00811,1.0,990000.0,256.3,0.867,90000.0,955000.0,431.96999999999997,123.30456226880396
22540,0.00811,1.0,1030000.0,505.7,0.547,98000.0,1229000.0,431.88,123.30456226880396
22541,0.00811,1.0,980000.0,744.5,0.465,42000.0,1480000.0,442.56999999999994,123.30456226880396
22542,0.00811,1.0,1030000.0,998.1,0.422,46000.0,1810000.0,443.84,123.30456226880396
22543,0.00811,1.0,970000.0,1242.4,0.414,39000.0,2207000.0,442.80999999999995,123.30456226880396
22544,0.00811,1.0,1010000.0,1501.9,0.348,45000.0,2269000.0,443.2,123.30456226880396
22545,0.00811,1.0,980000.0,1996.1,0.29,38000.0,2520000.0,443.48,123.30456226880396
22546,0.00811,1.0,980000.0,2501.6,0.266,40000.0,2924000.0,443.03,123.30456226880396
22547,0.00811,1.0,2010000.0,251.1,0.892,91000.0,905000.0,465.59,123.30456226880396
22548,0.00811,1.0,1990000.0,500.5,0.827,87000.0,1676000.0,465.96999999999997,123.30456226880396
22549,0.00811,1.0,2020000.0,755.9,0.754,47000.0,2257000.0,475.66999999999996,123.30456226880396
22550,0.00811,1.0,2000000.0,999.0,0.58,45000.0,2314000.0,475.61,123.30456226880396
22551,0.00811,1.0,2020000.0,1249.5,0.45,48000.0,2277000.0,475.45,123.30456226880396
22552,0.00811,1.0,2020000.0,1515.1,0.393,51000.0,2437000.0,474.78,123.30456226880396
22553,0.00811,1.0,1960000.0,1989.7,0.311,37000.0,2526000.0,476.34999999999997,123.30456226880396
22554,0.00811,1.0,1960000.0,2581.5,0.243,39000.0,2611000.0,475.90999999999997,123.30456226880396
22555,0.00811,1.0,2010000.0,3011.3,0.225,44000.0,2870000.0,476.08,123.30456226880396
22556,0.00811,1.0,2030000.0,1243.0,0.456,439000.0,3277000.0,385.55999999999995,123.30456226880396
22557,0.00811,1.0,3020000.0,502.8,0.905,95000.0,1753000.0,486.9,123.30456226880396
22558,0.00811,1.0,3050000.0,750.8,0.774,49000.0,2187000.0,497.46,123.30456226880396
22559,0.00811,1.0,2990000.0,1000.0,0.668,44000.0,2524000.0,497.40999999999997,123.30456226880396
22560,0.00811,1.0,2990000.0,1253.6,0.515,45000.0,2470000.0,497.2,123.30456226880396
22561,0.00811,1.0,3010000.0,1514.8,0.437,47000.0,2557000.0,497.14,123.30456226880396
22562,0.00811,1.0,3020000.0,2015.4,0.348,48000.0,2749000.0,497.11,123.30456226880396
22563,0.00811,1.0,3010000.0,2498.3,0.317,51000.0,3141000.0,496.28,123.30456226880396
22564,0.00811,1.0,2960000.0,3014.8,0.292,45000.0,3486000.0,496.63,123.30456226880396
22565,0.00811,1.0,2980000.0,3997.8,0.242,44000.0,3879000.0,497.21999999999997,123.30456226880396
22566,0.00811,1.0,5030000.0,506.6,0.922,100000.0,1654000.0,517.0899999999999,123.30456226880396
22567,0.00811,1.0,4970000.0,755.6,0.837,46000.0,2179000.0,527.45,123.30456226880396
22568,0.00811,1.0,5000000.0,1001.5,0.708,51000.0,2463000.0,526.8199999999999,123.30456226880396
22569,0.00811,1.0,4990000.0,1254.3,0.6,49000.0,2628000.0,527.0999999999999,123.30456226880396
22570,0.00811,1.0,5000000.0,1502.0,0.522,49000.0,2759000.0,527.23,123.30456226880396
22571,0.00811,1.0,5030000.0,2007.7,0.41,51000.0,2941000.0,527.2,123.30456226880396
22572,0.00811,1.0,5020000.0,2502.3,0.336,53000.0,3061000.0,526.67,123.30456226880396
22573,0.00811,1.0,4980000.0,3000.0,0.286,51000.0,3162000.0,526.56,123.30456226880396
22574,0.00811,1.0,5010000.0,3994.7,0.214,53000.0,3274000.0,526.54,123.30456226880396
22575,0.00811,1.0,5000000.0,5000.6,0.175,48000.0,3389000.0,527.43,123.30456226880396
22576,0.00811,1.0,7010000.0,499.8,0.924,106000.0,1515000.0,538.68,123.30456226880396
22577,0.00811,1.0,7010000.0,750.9,0.781,51000.0,1867000.0,549.45,123.30456226880396
22578,0.00811,1.0,7010000.0,1002.3,0.657,54000.0,2119000.0,548.87,123.30456226880396
22579,0.00811,1.0,6990000.0,1252.1,0.569,54000.0,2311000.0,548.67,123.30456226880396
22580,0.00811,1.0,7000000.0,1500.1,0.474,50000.0,2322000.0,549.54,123.30456226880396
22581,0.00811,1.0,7020000.0,2015.4,0.359,49000.0,2404000.0,549.93,123.30456226880396
22582,0.00811,1.0,6970000.0,2512.7,0.292,53000.0,2510000.0,548.66,123.30456226880396
22583,0.00811,1.0,6990000.0,3032.0,0.232,58000.0,2501000.0,547.9,123.30456226880396
22584,0.00811,1.0,7000000.0,4005.5,0.179,49000.0,2593000.0,549.73,123.30456226880396
22585,0.00811,1.0,7010000.0,5006.4,0.132,52000.0,2546000.0,549.26,123.30456226880396
22586,0.00811,1.0,7020000.0,6042.3,0.106,49000.0,2542000.0,549.93,123.30456226880396
22587,0.00811,1.0,10060000.0,752.8,0.655,62000.0,1405000.0,574.0999999999999,123.30456226880396
22588,0.00811,1.0,10010000.0,1000.2,0.513,56000.0,1480000.0,574.76,123.30456226880396
22589,0.00811,1.0,10000000.0,1255.4,0.438,59000.0,1614000.0,574.16,123.30456226880396
22590,0.00811,1.0,10020000.0,1504.9,0.379,58000.0,1694000.0,574.49,123.30456226880396
22591,0.00811,1.0,9990000.0,2024.7,0.289,59000.0,1802000.0,574.0799999999999,123.30456226880396
22592,0.00811,1.0,10000000.0,2524.9,0.225,57000.0,1801000.0,574.51,123.30456226880396
22593,0.00811,1.0,9910000.0,3021.5,0.186,53000.0,1829000.0,574.5,123.30456226880396
22594,0.00811,1.0,10020000.0,4003.1,0.129,63000.0,1880000.0,573.6099999999999,123.30456226880396
22595,0.00811,1.0,10010000.0,5023.4,0.102,61000.0,1993000.0,573.88,123.30456226880396
22596,0.00811,1.0,9980000.0,6008.4,0.089,59000.0,2145000.0,574.0,123.30456226880396
22597,0.00811,1.0,12010000.0,246.1,0.958,132000.0,632000.0,576.47,123.30456226880396
22598,0.00811,1.0,12000000.0,504.1,0.679,123000.0,949000.0,577.97,123.30456226880396
22599,0.00811,1.0,11990000.0,752.9,0.551,63000.0,1094000.0,588.0,123.30456226880396
22600,0.00811,1.0,12010000.0,1005.7,0.429,65000.0,1170000.0,587.81,123.30456226880396
22601,0.00811,1.0,12020000.0,1248.4,0.374,64000.0,1283000.0,588.05,123.30456226880396
22602,0.00811,1.0,12030000.0,1500.1,0.323,67000.0,1366000.0,587.63,123.30456226880396
22603,0.00811,1.0,12030000.0,2004.2,0.237,63000.0,1395000.0,588.28,123.30456226880396
22604,0.00811,1.0,12020000.0,2492.9,0.191,60000.0,1446000.0,588.69,123.30456226880396
22605,0.00811,1.0,12030000.0,3004.8,0.152,67000.0,1505000.0,587.63,123.30456226880396
22606,0.00811,1.0,12060000.0,4018.4,0.121,71000.0,1742000.0,587.18,123.30456226880396
22607,0.00811,1.0,12000000.0,5014.9,0.111,63000.0,1983000.0,588.0699999999999,123.30456226880396
22608,0.00811,1.0,11970000.0,5993.2,0.105,59000.0,2231000.0,588.51,123.30456226880396
22609,0.00811,1.0,14010000.0,254.9,0.758,136000.0,487000.0,589.8,123.30456226880396
22610,0.00811,1.0,14020000.0,505.1,0.587,138000.0,780000.0,589.54,123.30456226880396
